stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
11.0,35.0,2.553016186,1.0,1.0,20.0,15.0,30.0,9.0,-6.0,-5.026801513796615,-4.0,-10.0,-0.9651894062416864,-3.437520372137159,-0.13031494279228528,-0.3522151788487287,-0.008717707894278125
7.0,5.0,1.9703190330000002,2.0,1.0,282.0,103.0,218.0,98.0,-5.0,-11.246399598905215,50.0,64.0,0.7435620711867807,-3.1686300500226445,0.06034646871535205,-0.07059542550294068,-0.013172278328210647
16.0,10.0,2.797664881,3.0,1.0,107.0,23.0,135.0,22.0,-1.0,-0.023542360929328154,-7.0,-28.0,4.594099412824575,-3.362913170913499,0.18577728902079477,1.238559810951901,-0.01774287216214874
15.0,9.0,4.786664009,4.0,1.0,30.0,102.0,286.0,109.0,7.0,-0.2396369327252632,59.0,104.0,1.4985844392578669,-3.362913170913499,-0.14954826283300876,1.234543098203644,-0.022470111834160665
103.0,98.0,0.917917013,5.0,1.0,218.0,56.0,218.0,40.0,-16.0,-7.9678570386789165,47.0,0.0,-2.9542894071390404,-2.9334348116716877,-0.15475273777386733,-3.8291932256209242,-0.027396306456866356
23.0,22.0,3.27105999,6.0,1.0,135.0,107.0,69.0,99.0,-8.0,-9.93296820986325,62.0,66.0,2.146955727910054,-2.66477210580577,0.0021793731832217516,-0.29518655909129243,-0.032565894167533756
102.0,109.0,2.281294823,7.0,1.0,286.0,18.0,176.0,131.0,-33.0,-32.35580311629214,-62.0,110.0,0.5254659693615229,-3.185693122665194,0.0376360299699107,-1.490233032905114,-0.03802589737948277
56.0,40.0,2.587383032,8.0,1.0,218.0,74.0,135.0,90.0,16.0,18.926997021754914,-18.0,83.0,1.5295129653855501,-2.815284606781996,0.04792266632542357,2.115707425803765,-0.04382639257185361
107.0,99.0,2.248811007,9.0,1.0,69.0,120.0,222.0,117.0,-3.0,1.4181125351778956,-13.0,-153.0,-2.8137779654764667,-2.503748996772174,-0.29212255594973546,-2.2991750578005283,-0.0500209956677706
18.0,131.0,1.7624850269999999,10.0,1.0,176.0,52.0,93.0,43.0,-9.0,-2.3690139407338524,-34.0,83.0,1.1022345951393027,-2.5166967782295853,-0.181395807010042,0.37962077070125827,-0.05666736330550486
74.0,90.0,2.8668680189999995,11.0,1.0,135.0,137.0,106.0,128.0,-9.0,-14.078023120037303,-63.0,29.0,1.6431013368954053,-1.8611700973024683,-0.06736954956648046,0.6936975185718478,-0.06382770937561512
120.0,117.0,2.584929943,12.0,1.0,222.0,55.0,76.0,42.0,-13.0,-5.28302458841762,65.0,146.0,2.335837232350492,-1.9308756401924112,-0.1385698148713834,-2.97213553360113,-0.07156933504792491
52.0,43.0,1.819329977,13.0,1.0,93.0,26.0,6.0,41.0,15.0,16.364852382087832,26.0,87.0,3.1951181317640422,-2.265748533205337,0.031963486401144936,-1.1823120583322795,-0.07996516911128627
137.0,128.0,1.616361856,14.0,1.0,106.0,1.0,110.0,141.0,-6.0,-14.565204654820096,-10.0,-4.0,2.3941489019023336,-3.2917262975325103,0.23590996080457433,-0.34941325644205506,-0.08909431375993232
55.0,42.0,1.61364603,15.0,1.0,76.0,104.0,221.0,75.0,-29.0,-34.202262847257884,-49.0,-145.0,2.351594556226548,-2.050583302228608,0.08033131732638175,-2.320449646903141,-0.09904258894541783
26.0,41.0,1.996358871,16.0,1.0,6.0,75.0,292.0,23.0,-52.0,-50.02692074071126,-49.0,74.0,0.6938409181860983,-1.92814117964285,-0.07973668557111005,1.9732528651476808,-0.10990306603593103
1.0,141.0,2.989457846,17.0,1.0,110.0,44.0,204.0,45.0,1.0,4.806175562573854,-43.0,-94.0,4.389094008108549,-1.2253880394709111,0.19381826874328614,-2.7381741867119946,-0.12177657875133573
104.0,75.0,2.6712090969999998,18.0,1.0,221.0,122.0,245.0,111.0,-11.0,-7.735381604281658,-18.0,-24.0,1.326617757289063,-1.380309722718085,0.09432523296280756,-4.548319383640722,-0.13477219614467517
75.0,23.0,1.297047853,19.0,1.0,292.0,24.0,237.0,21.0,-3.0,-1.896230871989987,51.0,55.0,2.5449326331456286,-2.034428930007182,-0.08869516986974264,1.3033810128791625,-0.1490076387605781
44.0,45.0,0.683378935,20.0,1.0,204.0,147.0,119.0,4.0,3.0,2.9866737393272142,43.0,85.0,5.398184229703973,-2.570426077352522,0.13136481326307475,1.055030292646,-0.16460961501364238
122.0,111.0,3.265384912,21.0,1.0,245.0,28.0,324.0,18.0,-10.0,-8.392058212432206,-52.0,-79.0,1.2157135060178077,-1.0264007272257314,-0.12113934010071446,0.16782204177127186,-0.1817140503105276
24.0,21.0,3.565374851,22.0,1.0,237.0,117.0,316.0,96.0,-21.0,-16.006274975394376,53.0,-79.0,3.9424276171111843,-1.0264007272257314,0.10926092986726843,-0.9377840234265018,-0.2004661765291041
147.0,4.0,0.949342012,23.0,1.0,119.0,40.0,41.0,131.0,-55.0,-52.09828113787012,-39.0,78.0,5.4837075415400545,-0.9322217523983894,0.3146916797138336,0.15338769683730083,-0.22102044424062828
28.0,18.0,2.83227706,24.0,1.0,324.0,82.0,187.0,103.0,21.0,15.682446144270441,-54.0,137.0,0.9075958476817612,-1.3746312625080515,-0.11371684040029217,1.895057776020417,-0.24354021463153067
