stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
119.0,127.0,5.473381996154785,1.0,1.0,129.0,31.0,120.0,53.0,22.0,8.58330832555611,-58.0,9.0,6.878682167863699,0.05208944113690256,0.49429231218187986,3.4393768599038097,-0.010728504273777063
90.0,92.0,3.8422348499298096,2.0,1.0,332.0,143.0,316.0,147.0,4.0,-1.7373423130575318,-53.0,16.0,7.340973784703185,-0.5120545713896986,0.7065786333066653,6.390275141320098,-0.016234031651001554
31.0,53.0,4.3530189990997314,3.0,1.0,120.0,48.0,169.0,52.0,4.0,-0.5408104098273796,-17.0,-49.0,5.878931973980911,-0.5120545713896986,-0.07754582167513553,5.906384892206074,-0.021911289769342774
143.0,147.0,4.599388837814331,4.0,1.0,316.0,4.0,318.0,38.0,34.0,26.005504228853766,-7.0,-2.0,0.3867122649189827,0.021984233988510977,-0.13149330258107247,3.0303624924182255,-0.02782121841921523
48.0,52.0,3.302850246429444,5.0,1.0,169.0,118.0,133.0,94.0,-24.0,-22.296901371736574,-70.0,36.0,6.637591305114167,0.166066077611312,0.5669467006370633,2.9360935183937573,-0.03402798302919889
4.0,38.0,2.7552530765533447,6.0,1.0,318.0,94.0,44.0,103.0,9.0,-2.1241327400300705,56.0,-86.0,5.309621336234583,-0.05064711961509138,0.4382435812647664,2.3307606567392924,-0.0405998526003324
118.0,94.0,9.902224302291868,7.0,1.0,133.0,145.0,130.0,113.0,-32.0,-39.99686911135314,-27.0,3.0,7.808064790420341,-0.3158659138321093,0.4592799955034705,4.4355152209771225,-0.047610124788747245
94.0,103.0,3.3161098957061768,8.0,1.0,44.0,77.0,90.0,111.0,34.0,30.792385633970063,17.0,-46.0,6.445491879684709,-0.4722874328992527,0.669972994983268,5.150371105143764,-0.055138106900730025
145.0,113.0,4.202094793319701,9.0,1.0,130.0,51.0,58.0,48.0,-3.0,-4.1878423093245445,-52.0,72.0,9.164079415630653,0.16375227116503183,0.6744347006903912,6.397101461374748,-0.06327016103054268
77.0,111.0,4.836860179901123,10.0,1.0,90.0,6.0,89.0,22.0,16.0,5.240673605675404,71.0,1.0,2.713104964965409,-2.357301146702686,0.15212762250920228,5.377168539969368,-0.0721008208001245
51.0,48.0,1.4832539558410645,11.0,1.0,58.0,120.0,61.0,103.0,-17.0,-13.47425605964623,-69.0,-3.0,3.148891877059702,-2.9911088782152433,0.00039801645534799553,3.0837047082224642,-0.08173398607635045
6.0,22.0,2.5333919525146484,12.0,1.0,89.0,30.0,59.0,52.0,22.0,9.314061560893315,-24.0,30.0,5.243381502417706,-3.028536988669943,0.3328301898731812,1.0762891256441613,-0.09228420055648309
120.0,103.0,5.01571798324585,13.0,1.0,61.0,107.0,108.0,94.0,-13.0,-19.973863850465484,13.0,-47.0,6.542074781283898,-1.8884205779192864,0.5304763175454466,1.6242252243547262,-0.1038780151210299
30.0,52.0,3.3680040836334233,14.0,1.0,59.0,67.0,56.0,69.0,2.0,5.853348969681512,-37.0,3.0,5.966910429294106,-1.0378588271031302,0.3864418239378839,3.7906519458527934,-0.11665543723464669
107.0,94.0,4.980716943740845,15.0,1.0,108.0,134.0,327.0,122.0,-12.0,-3.931166685442811,-27.0,141.0,6.990174531262134,-1.3396527601045163,0.635888948606517,5.119031004204064,-0.13077146329341843
