stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
81.0,86.0,1.2141499519348145,1.0,1.0,142.0,50.0,247.0,47.0,-3.0,-1.5398415860092083,31.0,-105.0,4.9303523277259895,0.038833123973041256,0.428124888093314,-0.9538579718400557,-0.0002941542531197474
50.0,47.0,2.031325101852417,2.0,1.0,247.0,77.0,65.0,81.0,4.0,0.9914128300666452,-27.0,-178.0,2.210009507409552,0.12465265100413989,0.17021645772542,-1.1956418053976563,-0.00044836999060988416
77.0,81.0,2.982388973236084,3.0,1.0,65.0,145.0,220.0,125.0,-20.0,-14.501382949147944,-68.0,-155.0,1.9398376674247975,0.12465265100413989,0.23279539051038836,0.04585262594332248,-0.0006113841373446061
145.0,125.0,2.935163974761963,4.0,1.0,220.0,119.0,165.0,103.0,-16.0,-13.454769137092773,26.0,55.0,1.87767418455962,0.3214970119572818,0.1406066040128568,-0.3855273862189236,-0.0007865250195703503
119.0,103.0,2.1708343029022217,5.0,1.0,165.0,64.0,101.0,66.0,2.0,4.756368028789803,55.0,64.0,3.7869614917724683,0.04818318572157356,0.3484196568690975,-1.4313955889718157,-0.0009774777727380717
64.0,66.0,1.9194879531860352,6.0,1.0,101.0,124.0,3.0,127.0,3.0,1.7307789517218115,-60.0,98.0,4.169737953789635,0.2917803795142396,0.44733883592101803,-0.2346614587454931,-0.001188396532736067
124.0,127.0,2.702576160430908,7.0,1.0,3.0,7.0,0.0,1.0,-6.0,-3.4779662491583085,-29.0,3.0,3.1706353914992356,0.7782949577136956,0.4303848018336895,-2.018768390575055,-0.0014240331463299507
7.0,1.0,2.1186962127685547,8.0,1.0,0.0,18.0,183.0,144.0,-20.0,-15.369172539370018,-11.0,177.0,3.02413551149734,0.649033027037452,0.44793115525723515,-0.4049506023063431,-0.0016898869391477295
18.0,144.0,1.8992621898651123,9.0,1.0,183.0,103.0,13.0,94.0,-9.0,-4.704824736801049,61.0,170.0,4.577045339843617,0.7219120643744725,0.37295525684898484,-2.2061075194790614,-0.0019923808046260973
103.0,94.0,2.5851449966430664,10.0,1.0,13.0,126.0,255.0,125.0,-1.0,-3.7557142173901976,-23.0,118.0,3.92281207864982,0.6226546930395818,0.2643577377200184,-0.8729403389597723,-0.0023390697649017123
126.0,125.0,4.095367908477783,11.0,1.0,255.0,137.0,95.0,142.0,5.0,0.9583163235405099,-11.0,160.0,3.05658261163796,0.5139311369008137,0.25623585892407025,0.14308678111421466,-0.002738889221829541
137.0,142.0,1.2498729228973389,12.0,1.0,95.0,106.0,145.0,96.0,-10.0,-4.542427187357509,31.0,-50.0,3.084838837410025,0.3077874419011962,0.284381460372304,0.39819700185939677,-0.003202451380544735
106.0,96.0,2.078635931015014,13.0,1.0,145.0,20.0,358.0,18.0,-2.0,1.4803490656370517,-60.0,147.0,3.3566467394398156,0.21699148876629576,0.3574658900444648,0.14936646871814008,-0.003742399805339594
20.0,18.0,3.598850965499878,14.0,1.0,358.0,53.0,285.0,49.0,-4.0,-1.2794410968941516,-33.0,73.0,3.0387053092844676,0.1706528757624728,0.24340483338249888,-0.06869666283451438,-0.00437383377058021
53.0,49.0,1.7997486591339111,15.0,1.0,285.0,94.0,77.0,104.0,10.0,9.11883212092672,-41.0,-152.0,2.6922598340115633,-0.06454468171754876,0.25423389131828444,-1.3899557728071732,-0.005114816003597598
94.0,104.0,2.1821250915527344,16.0,1.0,77.0,14.0,42.0,8.0,-6.0,-0.5263169448727947,-66.0,35.0,4.348614824194571,0.3759011246767536,0.24258102453535083,0.46322004257285426,-0.00598697957639837
14.0,8.0,2.814706325531006,17.0,1.0,42.0,86.0,241.0,89.0,3.0,-1.0165310633416649,-72.0,161.0,4.467282545023804,0.5324608859876345,0.3561639506672594,-0.6282319004229182,-0.007016252066002052
86.0,89.0,3.4812469482421875,18.0,1.0,241.0,84.0,113.0,87.0,3.0,-1.2247868942498368,2.0,128.0,3.839543095443128,0.8217419999249226,0.21875346377479557,-0.7344966809546041,-0.00823371762180378
84.0,87.0,4.379635810852052,19.0,1.0,113.0,51.0,172.0,46.0,-5.0,-3.0740892019983104,33.0,-59.0,2.664242605938201,0.6970268320110059,0.27190712935331307,0.6650564629085256,-0.009676640170586804
51.0,46.0,2.946737051010132,20.0,1.0,172.0,75.0,188.0,80.0,5.0,2.788322408239674,-24.0,-16.0,-0.6963078032308224,0.8843320380415048,0.032695930400001634,-0.049980616080979035,-0.011389673526895292
75.0,80.0,2.45033597946167,21.0,1.0,188.0,87.0,20.0,83.0,-4.0,-7.81590109465086,-12.0,168.0,4.2558525716924,0.8011162496958966,0.39935259688442576,-0.8846579787094242,-0.013426286468084258
87.0,83.0,2.749375104904175,22.0,1.0,20.0,66.0,23.0,40.0,-26.0,-23.979236399126286,21.0,-3.0,2.8997258372537567,0.7849529301906987,0.453425963218519,-1.6207195662984817,-0.01585043261020945
66.0,40.0,2.349241018295288,23.0,1.0,23.0,144.0,220.0,145.0,1.0,5.080320494729074,68.0,163.0,1.589634357557667,1.1396188957917084,0.10162624423215315,-1.281474858052946,-0.018738495815152568
144.0,145.0,1.6300389766693115,24.0,1.0,220.0,97.0,51.0,102.0,5.0,5.898608794850441,47.0,169.0,3.207349572452779,0.9665422734075132,0.3065113272663451,-0.9462235625253604,-0.022181541383418213
97.0,102.0,1.6491467952728271,25.0,1.0,51.0,72.0,176.0,67.0,-5.0,-5.8091009556780815,25.0,-125.0,2.911930403543857,1.1351040768839982,0.20069873854275527,1.6426668367846884,-0.026287900812391074
72.0,67.0,2.2658650875091557,26.0,1.0,176.0,96.0,7.0,100.0,4.0,4.291602793253299,-24.0,169.0,3.072186629594272,1.074042430573478,0.24891614023101932,0.05953787294296286,-0.031186112638121644
96.0,100.0,3.565505027770996,27.0,1.0,7.0,35.0,10.0,38.0,3.0,-1.7528381783080018,61.0,-3.0,3.716994615420586,1.6307868228194937,0.2296008458425368,-1.6246665408470256,-0.03702823286837226
35.0,38.0,2.0989649295806885,28.0,1.0,10.0,6.0,115.0,1.0,-5.0,-2.7265484344248865,29.0,-105.0,3.907498823387337,1.2997275563863824,0.15309627283766666,1.3454460060438345,-0.043993514618252995
6.0,1.0,2.096407175064087,29.0,1.0,115.0,12.0,324.0,5.0,-7.0,-1.9758248784787948,-6.0,151.0,2.99448132337313,1.4882690654627195,0.23020252615914696,-0.13214656188713894,-0.052292436478060096
12.0,5.0,2.6982970237731934,30.0,1.0,324.0,143.0,214.0,145.0,2.0,4.653774620116986,15.0,110.0,4.114400308724606,1.3059935968986527,0.25174602575568766,-0.1228974927619266,-0.06217103145384174
