stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
26.0,35.0,3.25459098815918,13.0,1.0,244.0,94.0,17.0,96.0,2.0,-3.2357918263126635,-68.0,-0.0006548173946654555,2.701371466040285,-2.8248544634316644
94.0,96.0,5.25478982925415,14.0,1.0,17.0,90.0,173.0,93.0,3.0,-2.9653020615691617,4.0,0.8977886287996976,0.7354971264300812,-2.958563056620802
90.0,93.0,5.971207857131957,15.0,1.0,173.0,131.0,13.0,10.0,27.0,31.20417783273075,-41.0,-0.05751121396527466,2.433175020955222,-2.433403793893447
131.0,10.0,5.299554109573363,16.0,1.0,13.0,21.0,49.0,11.0,-10.0,-7.522772191301868,-38.0,-0.09588107978981787,1.4372470732115212,-3.1636287724724625
21.0,11.0,4.482728958129883,17.0,1.0,49.0,141.0,92.0,8.0,15.0,13.273960319731202,28.0,0.4529589685170412,-1.7466126580011805,-2.7842669073588167
141.0,8.0,3.3485338687896733,18.0,1.0,92.0,54.0,192.0,56.0,2.0,4.712927178367181,-61.0,-0.002062096633576252,-1.5358928477463896,-1.9193880340287577
54.0,56.0,4.100360870361328,19.0,1.0,192.0,6.0,166.0,8.0,2.0,3.6786829531244294,48.0,0.017183834213329263,1.2184854703658092,-1.6876461781289218
6.0,8.0,3.878782033920288,20.0,1.0,166.0,29.0,293.0,35.0,6.0,3.7060470975831947,-23.0,-0.8395797888666693,4.071006435333247,-1.3981209921800208
29.0,35.0,7.399025917053223,21.0,1.0,293.0,78.0,113.0,77.0,-1.0,-6.996035051342631,-49.0,-0.014484874555028195,-0.14678543316281145,-1.4299610595480334
78.0,77.0,7.549824953079224,22.0,1.0,113.0,61.0,60.0,66.0,5.0,6.204578535304734,17.0,1.4074624275440564,0.3330858183641103,-1.4220232153812162
31.0,133.0,6.816261053085327,24.0,1.0,9.0,118.0,94.0,137.0,19.0,18.531505455236754,61.0,0.002062096633576252,-4.317380976888227,-1.5034375635375345
118.0,137.0,3.049336671829224,25.0,1.0,94.0,82.0,186.0,74.0,-8.0,-14.543218047125777,36.0,0.13379175826246062,-0.6032201385536975,-0.9783105290015008
40.0,127.0,2.92986798286438,27.0,1.0,111.0,28.0,281.0,38.0,10.0,8.112687171608343,12.0,1.6723783670195536,3.2963201873472503,-0.0852985137493165
28.0,38.0,6.433216094970702,28.0,1.0,281.0,115.0,141.0,147.0,32.0,30.461551731384304,61.0,0.002062096633576252,-0.8721370403273774,-0.0694152245793232
115.0,147.0,3.6820070743560787,29.0,1.0,141.0,125.0,319.0,136.0,11.0,13.708217719403649,-10.0,-1.6387518237314218,1.011135683274789,0.0025345019705374163
125.0,136.0,5.598031997680664,30.0,1.0,319.0,107.0,143.0,118.0,11.0,7.800285965054115,18.0,1.3181366381944388,3.111580929516319,-1.207434044207481
85.0,30.0,3.950363874435425,32.0,1.0,358.0,14.0,68.0,17.0,3.0,8.121066848797938,71.0,0.00033687826997016784,-1.4165242202860289,-0.8497071747085446
14.0,17.0,3.0663020610809326,33.0,1.0,68.0,50.0,222.0,54.0,4.0,6.308264516322822,-36.0,-0.13379175826246062,2.212657799454846,-1.0995085468883594
50.0,54.0,4.367002010345459,34.0,1.0,222.0,121.0,92.0,147.0,26.0,26.84615416011121,-71.0,-0.00033687826997016784,5.295014906938391,-1.3798391442450608
121.0,147.0,4.46686601638794,35.0,1.0,92.0,147.0,241.0,146.0,-1.0,2.3017045538743446,-26.0,-0.5896170446537395,2.7752754231370727,-1.2173755997101956
147.0,146.0,6.00095796585083,36.0,1.0,241.0,127.0,127.0,123.0,-4.0,-0.504393898436831,20.0,1.1263704845366287,4.987829068991012,-1.060427422989593
127.0,123.0,4.666898012161255,37.0,1.0,127.0,91.0,69.0,90.0,-1.0,-6.794138130180215,36.0,0.13379175826246062,3.7239770473942295,-0.25742223427669886
91.0,90.0,5.649513959884644,38.0,1.0,69.0,113.0,238.0,117.0,4.0,1.90336277288867,-22.0,-0.9326253450661706,-1.6814121052360413,0.3621443338261068
113.0,117.0,4.646531105041504,39.0,1.0,238.0,104.0,238.0,77.0,-27.0,-30.60065313371075,9.0,1.582671771926602,3.039644355605008,0.37362326136810514
