stimulusID,stimulus_JPG,stimulusPath,stimulusPath2,stimulusPath3,stimulusPath4,stimulusPath5,stimulusPath6,xRayOriginal,xRayPath,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,text_2.started,text_2.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_6.started,image_6.stopped,image_7.started,image_7.stopped,image_8.started,image_8.stopped,image_9.started,image_9.stopped,image_10.started,image_10.stopped,image_12.started,image_12.stopped,xrayID,trialNumber,blockNumber,stimLocationDeg,stimXCoord,stimYCoord,stimulusID,blockType,trainingXray.started,trainingXray.stopped,trainingTumors.started,trainingTumors.stopped,trainingScore%,startTrainingRespTime,endTrainingRespTime,trainingRT,morphTrack,morphID,errorRaw,errorCorrected,startTrainingStimTime,endTrainingStimTime,key_resp_3.keys,key_resp_3.rt,text.started,text.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,xray1.started,xray1.stopped,tumors.started,tumors.stopped,trialCorrect%,startRespTime,endRespTime,RT,startStimTime,endStimTime,key_resp.keys,key_resp.rt,participant,session,age,gender,status,date,expName,psychopyVersion,frameRate
82,Stimuli/Morph82.JPG,Stimuli/Morph82.png,Stimuli/BlurLevel5/BlurEditedMorph82,Stimuli/BlurLevel5/BlurEditedMorph82.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph82.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph82.png,Stimuli/BlurMorphTrio/EditedMorph82.png,020247right.gif,Stimuli/normal_thumbnails/82right.gif,,,,,0,0,0,0,0,41,41,81,,,,,,,,,,,,,,,,,,,,,,,32,42,1,199,-2.363796439,-0.813920386,82,Experiment,,,,,,,,,89,134,-52,-52,,,,,,,,,,,,,,,493.4564182,493.9543921,493.4564182,493.9543921,29.25170068,1575397850,1575397852,1.90004921,1575397848,1575397850,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
31,Stimuli/Morph31.JPG,Stimuli/Morph31.png,Stimuli/BlurLevel5/BlurEditedMorph31,Stimuli/BlurLevel5/BlurEditedMorph31.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph31.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph31.png,Stimuli/BlurMorphTrio/EditedMorph31.png,010079right.gif,Stimuli/normal_thumbnails/31right.gif,,,,,0,0,0,0,0,42,42,30,,,,,,,,,,,,,,,,,,,,,,,75,43,1,239,-1.287595187,-2.142918252,31,Experiment,,,,,,,,,37,29,2,2,,,,,,,,,,,,,,,497.9564658,498.4553242,497.9564658,498.4553242,97.27891156,1575397855,1575397859,3.999356747,1575397852,1575397855,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
16,Stimuli/Morph16.JPG,Stimuli/Morph16.png,Stimuli/BlurLevel5/BlurEditedMorph16,Stimuli/BlurLevel5/BlurEditedMorph16.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph16.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph16.png,Stimuli/BlurMorphTrio/EditedMorph16.png,010034right.gif,Stimuli/normal_thumbnails/16right.gif,,,,,0,0,0,0,0,43,43,15,,,,,,,,,,,,,,,,,,,,,,,27,44,1,335,2.265769468,-1.056545654,16,Experiment,,,,,,,,,65,24,-8,-8,,,,,,,,,,,,,,,504.8918031,505.3884356,504.8918031,505.3884356,89.11564626,1575397862,1575397864,2.553248882,1575397859,1575397862,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
66,Stimuli/Morph66.JPG,Stimuli/Morph66.png,Stimuli/BlurLevel5/BlurEditedMorph66,Stimuli/BlurLevel5/BlurEditedMorph66.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph66.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph66.png,Stimuli/BlurMorphTrio/EditedMorph66.png,020212right.gif,Stimuli/normal_thumbnails/66right.gif,,,,,0,0,0,0,0,44,44,65,,,,,,,,,,,,,,,,,,,,,,,3,45,1,251,-0.813920386,-2.363796439,66,Experiment,,,,,,,,,66,41,25,25,,,,,,,,,,,,,,,510.4319527,510.9382407,510.4319527,510.9382407,65.98639456,1575397867,1575397872,4.400330782,1575397864,1575397867,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
117,Stimuli/Morph117.JPG,Stimuli/Morph117.png,Stimuli/BlurLevel5/BlurEditedMorph117,Stimuli/BlurLevel5/BlurEditedMorph117.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph117.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph117.png,Stimuli/BlurMorphTrio/EditedMorph117.png,None,None,,,,,0,0,0,0,0,45,45,116,,,,,,,,,,,,,,,,,,,,,,,4,46,1,296,1.095927867,-2.246985116,117,Experiment,,,,,,,,,50,120,-3,-3,,,,,,,,,,,,,,,517.8802179,518.3879238,517.8802179,518.3879238,95.91836735,1575397875,1575397877,2.201244116,1575397872,1575397875,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
65,Stimuli/Morph65.JPG,Stimuli/Morph65.png,Stimuli/BlurLevel5/BlurEditedMorph65,Stimuli/BlurLevel5/BlurEditedMorph65.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph65.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph65.png,Stimuli/BlurMorphTrio/EditedMorph65.png,020209right.gif,Stimuli/normal_thumbnails/65right.gif,,,,,0,0,0,0,0,46,46,64,,,,,,,,,,,,,,,,,,,,,,,24,47,1,278,0.347932752,-2.475670172,65,Experiment,,,,,,,,,102,38,27,27,,,,,,,,,,,,,,,522.8224348,523.3212584,522.8224348,523.3212584,63.26530612,1575397880,1575397886,6.051577806,1575397877,1575397880,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
11,Stimuli/Morph11.JPG,Stimuli/Morph11.png,Stimuli/BlurLevel5/BlurEditedMorph11,Stimuli/BlurLevel5/BlurEditedMorph11.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph11.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph11.png,Stimuli/BlurMorphTrio/EditedMorph11.png,010024right.gif,Stimuli/normal_thumbnails/11right.gif,,,,,0,0,0,0,0,47,47,10,,,,,,,,,,,,,,,,,,,,,,,77,48,1,83,0.304673359,2.481365379,11,Experiment,,,,,,,,,119,119,-108,39,,,,,,,,,,,,,,,531.644046,532.1379596,531.644046,532.1379596,46.93877551,1575397888,1575397889,1.1010921,1575397886,1575397888,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
23,Stimuli/Morph23.JPG,Stimuli/Morph23.png,Stimuli/BlurLevel5/BlurEditedMorph23,Stimuli/BlurLevel5/BlurEditedMorph23.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph23.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph23.png,Stimuli/BlurMorphTrio/EditedMorph23.png,010063right.gif,Stimuli/normal_thumbnails/23right.gif,,,,,0,0,0,0,0,48,48,22,,,,,,,,,,,,,,,,,,,,,,,19,49,1,265,-0.217889357,-2.490486745,23,Experiment,,,,,,,,,74,28,-5,-5,,,,,,,,,,,,,,,535.8436512,536.3376865,535.8436512,536.3376865,93.19727891,1575397893,1575397896,3.665251017,1575397890,1575397893,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
30,Stimuli/Morph30.JPG,Stimuli/Morph30.png,Stimuli/BlurLevel5/BlurEditedMorph30,Stimuli/BlurLevel5/BlurEditedMorph30.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph30.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph30.png,Stimuli/BlurMorphTrio/EditedMorph30.png,010076right.gif,Stimuli/normal_thumbnails/30right.gif,,,,,0,0,0,0,0,49,49,29,,,,,,,,,,,,,,,,,,,,,,,51,50,1,145,-2.047880111,1.433941091,30,Experiment,,,,,,,,,19,19,11,11,,,,,,,,,,,,,,,542.1126302,542.6044744,542.1126302,542.6044744,85.03401361,1575397899,1575397900,0.816519976,1575397897,1575397899,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
133,Stimuli/Morph133.JPG,Stimuli/Morph133.png,Stimuli/BlurLevel5/BlurEditedMorph133,Stimuli/BlurLevel5/BlurEditedMorph133.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph133.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph133.png,Stimuli/BlurMorphTrio/EditedMorph133.png,None,None,,,,,0,0,0,0,0,50,50,132,,,,,,,,,,,,,,,,,,,,,,,79,51,1,194,-2.425739316,-0.604804739,133,Experiment,,,,,,,,,66,134,-1,-1,,,,,,,,,,,,,,,545.4878314,545.987954,545.4878314,545.987954,98.63945578,1575397902,1575397904,2.228532076,1575397900,1575397902,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
67,Stimuli/Morph67.JPG,Stimuli/Morph67.png,Stimuli/BlurLevel5/BlurEditedMorph67,Stimuli/BlurLevel5/BlurEditedMorph67.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph67.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph67.png,Stimuli/BlurMorphTrio/EditedMorph67.png,020217right.gif,Stimuli/normal_thumbnails/67right.gif,,,,,0,0,0,0,0,51,51,66,,,,,,,,,,,,,,,,,,,,,,,97,52,1,57,1.361597588,2.09667642,67,Experiment,,,,,,,,,24,35,32,32,,,,,,,,,,,,,,,550.7371208,551.2380042,550.7371208,551.2380042,56.46258503,1575397907,1575397911,3.883745193,1575397905,1575397907,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
100,Stimuli/Morph100.JPG,Stimuli/Morph100.png,Stimuli/BlurLevel5/BlurEditedMorph100,Stimuli/BlurLevel5/BlurEditedMorph100.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph100.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph100.png,Stimuli/BlurMorphTrio/EditedMorph100.png,020297right.gif,Stimuli/normal_thumbnails/100right.gif,,,,,0,0,0,0,0,52,52,99,,,,,,,,,,,,,,,,,,,,,,,50,53,1,78,0.519779227,2.445369002,100,Experiment,,,,,,,,,10,101,-1,-1,,,,,,,,,,,,,,,557.4408015,557.937094,557.4408015,557.937094,98.63945578,1575397914,1575397917,2.481976986,1575397912,1575397914,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
76,Stimuli/Morph76.JPG,Stimuli/Morph76.png,Stimuli/BlurLevel5/BlurEditedMorph76,Stimuli/BlurLevel5/BlurEditedMorph76.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph76.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph76.png,Stimuli/BlurMorphTrio/EditedMorph76.png,020234right.gif,Stimuli/normal_thumbnails/76right.gif,,,,,0,0,0,0,0,53,53,75,,,,,,,,,,,,,,,,,,,,,,,44,54,1,260,-0.434120444,-2.462019383,76,Experiment,,,,,,,,,27,81,-5,-5,,,,,,,,,,,,,,,562.7648567,563.2549624,562.7648567,563.2549624,93.19727891,1575397919,1575397922,2.583034277,1575397917,1575397919,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
129,Stimuli/Morph129.JPG,Stimuli/Morph129.png,Stimuli/BlurLevel5/BlurEditedMorph129,Stimuli/BlurLevel5/BlurEditedMorph129.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph129.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph129.png,Stimuli/BlurMorphTrio/EditedMorph129.png,None,None,,,,,0,0,0,0,0,54,54,128,,,,,,,,,,,,,,,,,,,,,,,39,55,1,150,-2.165063509,1.25,129,Experiment,,,,,,,,,94,94,35,35,,,,,,,,,,,,,,,568.298795,568.8041299,568.298795,568.8041299,52.38095238,1575397925,1575397926,0.867534876,1575397922,1575397925,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
51,Stimuli/Morph51.JPG,Stimuli/Morph51.png,Stimuli/BlurLevel5/BlurEditedMorph51,Stimuli/BlurLevel5/BlurEditedMorph51.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph51.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph51.png,Stimuli/BlurMorphTrio/EditedMorph51.png,010146right.gif,Stimuli/normal_thumbnails/51right.gif,,,,,0,0,0,0,0,55,55,50,,,,,,,,,,,,,,,,,,,,,,,23,56,1,131,-1.640147572,1.886773951,51,Experiment,,,,,,,,,84,44,7,7,,,,,,,,,,,,,,,571.9638077,572.4533957,571.9638077,572.4533957,90.47619048,1575397929,1575397931,2.750563622,1575397926,1575397929,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
136,Stimuli/Morph136.JPG,Stimuli/Morph136.png,Stimuli/BlurLevel5/BlurEditedMorph136,Stimuli/BlurLevel5/BlurEditedMorph136.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph136.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph136.png,Stimuli/BlurMorphTrio/EditedMorph136.png,None,None,,,,,0,0,0,0,0,56,56,135,,,,,,,,,,,,,,,,,,,,,,,14,57,1,354,2.486304738,-0.261321158,136,Experiment,,,,,,,,,36,7,129,-18,,,,,,,,,,,,,,,577.4931592,577.9871034,577.4931592,577.9871034,75.51020408,1575397934,1575397938,3.383117914,1575397932,1575397934,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
19,Stimuli/Morph19.JPG,Stimuli/Morph19.png,Stimuli/BlurLevel5/BlurEditedMorph19,Stimuli/BlurLevel5/BlurEditedMorph19.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph19.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph19.png,Stimuli/BlurMorphTrio/EditedMorph19.png,010045right.gif,Stimuli/normal_thumbnails/19right.gif,,,,,0,0,0,0,0,57,57,18,,,,,,,,,,,,,,,,,,,,,,,40,58,1,65,1.056545654,2.265769468,19,Experiment,,,,,,,,,23,23,-4,-4,,,,,,,,,,,,,,,583.8210665,584.3198844,583.8210665,584.3198844,94.55782313,1575397941,1575397941,0.599963903,1575397938,1575397941,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
44,Stimuli/Morph44.JPG,Stimuli/Morph44.png,Stimuli/BlurLevel5/BlurEditedMorph44,Stimuli/BlurLevel5/BlurEditedMorph44.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph44.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph44.png,Stimuli/BlurMorphTrio/EditedMorph44.png,010126right.gif,Stimuli/normal_thumbnails/44right.gif,,,,,0,0,0,0,0,58,58,43,,,,,,,,,,,,,,,,,,,,,,,38,59,1,79,0.477022488,2.454067959,44,Experiment,,,,,,,,,96,30,14,14,,,,,,,,,,,,,,,587.3591695,587.8871942,587.3591695,587.8871942,80.95238095,1575397944,1575397946,2.300160885,1575397941,1575397944,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
29,Stimuli/Morph29.JPG,Stimuli/Morph29.png,Stimuli/BlurLevel5/BlurEditedMorph29,Stimuli/BlurLevel5/BlurEditedMorph29.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph29.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph29.png,Stimuli/BlurMorphTrio/EditedMorph29.png,010074right.gif,Stimuli/normal_thumbnails/29right.gif,,,,,0,0,0,0,0,59,59,28,,,,,,,,,,,,,,,,,,,,,,,97,60,1,281,0.477022488,-2.454067959,29,Experiment,,,,,,,,,84,26,3,3,,,,,,,,,,,,,,,592.711514,593.2199735,592.711514,593.2199735,95.91836735,1575397949,1575397952,2.551842213,1575397947,1575397949,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
28,Stimuli/Morph28.JPG,Stimuli/Morph28.png,Stimuli/BlurLevel5/BlurEditedMorph28,Stimuli/BlurLevel5/BlurEditedMorph28.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph28.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph28.png,Stimuli/BlurMorphTrio/EditedMorph28.png,010073right.gif,Stimuli/normal_thumbnails/28right.gif,,,,,0,0,0,0,0,60,60,27,,,,,,,,,,,,,,,,,,,,,,,27,61,1,302,1.324798161,-2.12012024,28,Experiment,,,,,,,,,36,21,7,7,,,,,,,,,,,,,,,597.7899195,598.3031413,597.7899195,598.3031413,90.47619048,1575397955,1575397959,4.650713205,1575397952,1575397955,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
140,Stimuli/Morph140.JPG,Stimuli/Morph140.png,Stimuli/BlurLevel5/BlurEditedMorph140,Stimuli/BlurLevel5/BlurEditedMorph140.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph140.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph140.png,Stimuli/BlurMorphTrio/EditedMorph140.png,None,None,,,,,0,0,0,0,0,61,61,139,,,,,,,,,,,,,,,,,,,,,,,22,62,1,198,-2.377641291,-0.772542486,140,Experiment,,,,,,,,,118,26,114,-33,,,,,,,,,,,,,,,604.9201572,605.4204152,604.9201572,605.4204152,55.10204082,1575397962,1575397964,2.184622049,1575397959,1575397962,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
103,Stimuli/Morph103.JPG,Stimuli/Morph103.png,Stimuli/BlurLevel5/BlurEditedMorph103,Stimuli/BlurLevel5/BlurEditedMorph103.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph103.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph103.png,Stimuli/BlurMorphTrio/EditedMorph103.png,None,None,,,,,0,0,0,0,0,62,62,102,,,,,,,,,,,,,,,,,,,,,,,56,63,1,146,-2.072593931,1.397982259,103,Experiment,,,,,,,,,23,99,4,4,,,,,,,,,,,,,,,610.2201635,610.7206474,610.2201635,610.7206474,94.55782313,1575397967,1575397969,2.000270128,1575397964,1575397967,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
35,Stimuli/Morph35.JPG,Stimuli/Morph35.png,Stimuli/BlurLevel5/BlurEditedMorph35,Stimuli/BlurLevel5/BlurEditedMorph35.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph35.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph35.png,Stimuli/BlurMorphTrio/EditedMorph35.png,010094right.gif,Stimuli/normal_thumbnails/35right.gif,,,,,0,0,0,0,0,63,63,34,,,,,,,,,,,,,,,,,,,,,,,7,64,1,352,2.475670172,-0.347932752,35,Experiment,,,,,,,,,38,38,-3,-3,,,,,,,,,,,,,,,614.9538722,615.4532215,614.9538722,615.4532215,95.91836735,1575397972,1575397973,1.019142866,1575397969,1575397972,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
42,Stimuli/Morph42.JPG,Stimuli/Morph42.png,Stimuli/BlurLevel5/BlurEditedMorph42,Stimuli/BlurLevel5/BlurEditedMorph42.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph42.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph42.png,Stimuli/BlurMorphTrio/EditedMorph42.png,010121right.gif,Stimuli/normal_thumbnails/42right.gif,,,,,0,0,0,0,0,64,64,41,,,,,,,,,,,,,,,,,,,,,,,85,65,1,239,-1.287595187,-2.142918252,42,Experiment,,,,,,,,,31,31,11,11,,,,,,,,,,,,,,,618.6866247,619.1927087,618.6866247,619.1927087,85.03401361,1575397975,1575397976,0.599756956,1575397973,1575397975,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
3,Stimuli/Morph3.JPG,Stimuli/Morph3.png,Stimuli/BlurLevel5/BlurEditedMorph3,Stimuli/BlurLevel5/BlurEditedMorph3.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph3.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph3.png,Stimuli/BlurMorphTrio/EditedMorph3.png,010009right.gif,Stimuli/normal_thumbnails/3right.gif,,,,,0,0,0,0,0,65,65,2,,,,,,,,,,,,,,,,,,,,,,,32,66,1,184,-2.493910126,-0.174391184,3,Experiment,,,,,,,,,109,142,-139,8,,,,,,,,,,,,,,,622.1428958,622.6365907,622.1428958,622.6365907,89.11564626,1575397979,1575397980,1.533418894,1575397976,1575397979,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
124,Stimuli/Morph124.JPG,Stimuli/Morph124.png,Stimuli/BlurLevel5/BlurEditedMorph124,Stimuli/BlurLevel5/BlurEditedMorph124.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph124.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph124.png,Stimuli/BlurMorphTrio/EditedMorph124.png,None,None,,,,,0,0,0,0,0,66,66,123,,,,,,,,,,,,,,,,,,,,,,,15,67,1,75,0.647047613,2.414814566,124,Experiment,,,,,,,,,120,120,4,4,,,,,,,,,,,,,,,626.4237821,626.9194734,626.4237821,626.9194734,94.55782313,1575397983,1575397984,0.715456009,1575397981,1575397983,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
130,Stimuli/Morph130.JPG,Stimuli/Morph130.png,Stimuli/BlurLevel5/BlurEditedMorph130,Stimuli/BlurLevel5/BlurEditedMorph130.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph130.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph130.png,Stimuli/BlurMorphTrio/EditedMorph130.png,None,None,,,,,0,0,0,0,0,67,67,129,,,,,,,,,,,,,,,,,,,,,,,85,68,1,242,-1.173678907,-2.207368982,130,Experiment,,,,,,,,,20,105,25,25,,,,,,,,,,,,,,,629.5186165,630.0198584,629.5186165,630.0198584,65.98639456,1575397986,1575397991,4.584015846,1575397984,1575397986,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
97,Stimuli/Morph97.JPG,Stimuli/Morph97.png,Stimuli/BlurLevel5/BlurEditedMorph97,Stimuli/BlurLevel5/BlurEditedMorph97.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph97.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph97.png,Stimuli/BlurMorphTrio/EditedMorph97.png,020294right.gif,Stimuli/normal_thumbnails/97right.gif,,,,,0,0,0,0,0,68,68,96,,,,,,,,,,,,,,,,,,,,,,,6,69,1,29,2.186549268,1.212024051,97,Experiment,,,,,,,,,64,108,-11,-11,,,,,,,,,,,,,,,637.3432348,637.8358279,637.3432348,637.8358279,85.03401361,1575397994,1575397996,1.599794865,1575397991,1575397994,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
64,Stimuli/Morph64.JPG,Stimuli/Morph64.png,Stimuli/BlurLevel5/BlurEditedMorph64,Stimuli/BlurLevel5/BlurEditedMorph64.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph64.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph64.png,Stimuli/BlurMorphTrio/EditedMorph64.png,020208right.gif,Stimuli/normal_thumbnails/64right.gif,,,,,0,0,0,0,0,69,69,63,,,,,,,,,,,,,,,,,,,,,,,100,70,1,340,2.349231552,-0.855050358,64,Experiment,,,,,,,,,62,62,2,2,,,,,,,,,,,,,,,641.4410409,641.9362362,641.4410409,641.9362362,97.27891156,1575397998,1575397999,0.934813976,1575397996,1575397998,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
54,Stimuli/Morph54.JPG,Stimuli/Morph54.png,Stimuli/BlurLevel5/BlurEditedMorph54,Stimuli/BlurLevel5/BlurEditedMorph54.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph54.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph54.png,Stimuli/BlurMorphTrio/EditedMorph54.png,010150right.gif,Stimuli/normal_thumbnails/54right.gif,,,,,0,0,0,0,0,70,70,53,,,,,,,,,,,,,,,,,,,,,,,46,71,1,136,-1.798349501,1.736645926,54,Experiment,,,,,,,,,70,89,-35,-35,,,,,,,,,,,,,,,645.0042703,645.5037942,645.0042703,645.5037942,52.38095238,1575398002,1575398007,4.950876951,1575397999,1575398002,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
122,Stimuli/Morph122.JPG,Stimuli/Morph122.png,Stimuli/BlurLevel5/BlurEditedMorph122,Stimuli/BlurLevel5/BlurEditedMorph122.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph122.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph122.png,Stimuli/BlurMorphTrio/EditedMorph122.png,None,None,,,,,0,0,0,0,0,71,71,121,,,,,,,,,,,,,,,,,,,,,,,25,72,1,253,-0.730929262,-2.39076189,122,Experiment,,,,,,,,,95,95,27,27,,,,,,,,,,,,,,,652.5708194,653.0687396,652.5708194,653.0687396,63.26530612,1575398009,1575398010,0.700332165,1575398007,1575398009,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
48,Stimuli/Morph48.JPG,Stimuli/Morph48.png,Stimuli/BlurLevel5/BlurEditedMorph48,Stimuli/BlurLevel5/BlurEditedMorph48.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph48.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph48.png,Stimuli/BlurMorphTrio/EditedMorph48.png,010131right.gif,Stimuli/normal_thumbnails/48right.gif,,,,,0,0,0,0,0,72,72,47,,,,,,,,,,,,,,,,,,,,,,,45,73,1,30,2.165063509,1.25,48,Experiment,,,,,,,,,55,55,-7,-7,,,,,,,,,,,,,,,655.8293874,656.5523648,655.8293874,656.5523648,90.47619048,1575398013,1575398013,0.701039791,1575398010,1575398013,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
