stimulusID,stimulus_JPG,stimulusPath,stimulusPath2,stimulusPath3,stimulusPath4,stimulusPath5,stimulusPath6,xRayOriginal,xRayPath,Training.thisRepN,Training.thisTrialN,Training.thisN,Training.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,text_2.started,text_2.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_6.started,image_6.stopped,image_7.started,image_7.stopped,image_8.started,image_8.stopped,image_9.started,image_9.stopped,image_10.started,image_10.stopped,image_12.started,image_12.stopped,xrayID,trialNumber,blockNumber,stimLocationDeg,stimXCoord,stimYCoord,stimulusID,blockType,trainingXray.started,trainingXray.stopped,trainingTumors.started,trainingTumors.stopped,trainingScore%,startTrainingRespTime,endTrainingRespTime,trainingRT,morphTrack,morphID,errorRaw,errorCorrected,startTrainingStimTime,endTrainingStimTime,key_resp_3.keys,key_resp_3.rt,text.started,text.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,xray1.started,xray1.stopped,tumors.started,tumors.stopped,trialCorrect%,startRespTime,endRespTime,RT,startStimTime,endStimTime,key_resp.keys,key_resp.rt,participant,session,age,gender,status,date,expName,psychopyVersion,frameRate
72,Stimuli/Morph72.JPG,Stimuli/Morph72.png,Stimuli/BlurLevel5/BlurEditedMorph72,Stimuli/BlurLevel5/BlurEditedMorph72.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph72.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph72.png,Stimuli/BlurMorphTrio/EditedMorph72.png,020227right.gif,Stimuli/normal_thumbnails/72right.gif,,,,,0,0,0,0,0,9,9,71,,,,,,,,,,,,,,,,,,,,,,,91,10,1,150,-2.165063509,1.25,72,Experiment,,,,,,,,,18,102,-30,-30,,,,,,,,,,,,,,,327.3914553,327.8907957,327.3914553,327.8907957,59.18367347,1575397684,1575397686,2.349967003,1575397681,1575397684,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
74,Stimuli/Morph74.JPG,Stimuli/Morph74.png,Stimuli/BlurLevel5/BlurEditedMorph74,Stimuli/BlurLevel5/BlurEditedMorph74.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph74.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph74.png,Stimuli/BlurMorphTrio/EditedMorph74.png,020232right.gif,Stimuli/normal_thumbnails/74right.gif,,,,,0,0,0,0,0,10,10,73,,,,,,,,,,,,,,,,,,,,,,,27,11,1,234,-1.469463131,-2.022542486,74,Experiment,,,,,,,,,143,107,-33,-33,,,,,,,,,,,,,,,332.5463314,333.0401718,332.5463314,333.0401718,55.10204082,1575397689,1575397693,3.884593964,1575397687,1575397689,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
59,Stimuli/Morph59.JPG,Stimuli/Morph59.png,Stimuli/BlurLevel5/BlurEditedMorph59,Stimuli/BlurLevel5/BlurEditedMorph59.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph59.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph59.png,Stimuli/BlurMorphTrio/EditedMorph59.png,010160right.gif,Stimuli/normal_thumbnails/59right.gif,,,,,0,0,0,0,0,11,11,58,,,,,,,,,,,,,,,,,,,,,,,70,12,1,184,-2.493910126,-0.174391184,59,Experiment,,,,,,,,,26,48,11,11,,,,,,,,,,,,,,,339.0582091,339.5576468,339.0582091,339.5576468,85.03401361,1575397696,1575397702,5.806439877,1575397693,1575397696,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
46,Stimuli/Morph46.JPG,Stimuli/Morph46.png,Stimuli/BlurLevel5/BlurEditedMorph46,Stimuli/BlurLevel5/BlurEditedMorph46.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph46.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph46.png,Stimuli/BlurMorphTrio/EditedMorph46.png,010128right.gif,Stimuli/normal_thumbnails/46right.gif,,,,,0,0,0,0,0,12,12,45,,,,,,,,,,,,,,,,,,,,,,,78,13,1,213,-2.09667642,-1.361597588,46,Experiment,,,,,,,,,26,53,-7,-7,,,,,,,,,,,,,,,347.2128223,347.7071134,347.2128223,347.7071134,90.47619048,1575397704,1575397706,1.598477125,1575397702,1575397704,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
121,Stimuli/Morph121.JPG,Stimuli/Morph121.png,Stimuli/BlurLevel5/BlurEditedMorph121,Stimuli/BlurLevel5/BlurEditedMorph121.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph121.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph121.png,Stimuli/BlurMorphTrio/EditedMorph121.png,None,None,,,,,0,0,0,0,0,13,13,120,,,,,,,,,,,,,,,,,,,,,,,23,14,1,200,-2.349231552,-0.855050358,121,Experiment,,,,,,,,,110,110,11,11,,,,,,,,,,,,,,,351.6969098,352.1904632,351.6969098,352.1904632,85.03401361,1575397708,1575397709,1.065285921,1575397706,1575397708,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
8,Stimuli/Morph8.JPG,Stimuli/Morph8.png,Stimuli/BlurLevel5/BlurEditedMorph8,Stimuli/BlurLevel5/BlurEditedMorph8.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph8.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph8.png,Stimuli/BlurMorphTrio/EditedMorph8.png,010014right.gif,Stimuli/normal_thumbnails/8right.gif,,,,,0,0,0,0,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,61,15,1,34,2.072593931,1.397982259,8,Experiment,,,,,,,,,27,27,-19,-19,,,,,,,,,,,,,,,355.3699327,355.8735889,355.3699327,355.8735889,74.14965986,1575397712,1575397713,0.918971062,1575397710,1575397712,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
34,Stimuli/Morph34.JPG,Stimuli/Morph34.png,Stimuli/BlurLevel5/BlurEditedMorph34,Stimuli/BlurLevel5/BlurEditedMorph34.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph34.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph34.png,Stimuli/BlurMorphTrio/EditedMorph34.png,010090right.gif,Stimuli/normal_thumbnails/34right.gif,,,,,0,0,0,0,0,15,15,33,,,,,,,,,,,,,,,,,,,,,,,100,16,1,248,-0.936516484,-2.317959636,34,Experiment,,,,,,,,,72,16,18,18,,,,,,,,,,,,,,,358.7654273,359.2566566,358.7654273,359.2566566,75.51020408,1575397715,1575397718,2.582347155,1575397713,1575397715,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
41,Stimuli/Morph41.JPG,Stimuli/Morph41.png,Stimuli/BlurLevel5/BlurEditedMorph41,Stimuli/BlurLevel5/BlurEditedMorph41.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph41.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph41.png,Stimuli/BlurMorphTrio/EditedMorph41.png,010112right.gif,Stimuli/normal_thumbnails/41right.gif,,,,,0,0,0,0,0,16,16,40,,,,,,,,,,,,,,,,,,,,,,,75,17,1,209,-2.186549268,-1.212024051,41,Experiment,,,,,,,,,145,28,13,13,,,,,,,,,,,,,,,363.6741962,364.17342,363.6741962,364.17342,82.31292517,1575397720,1575397722,1.683699131,1575397718,1575397720,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
138,Stimuli/Morph138.JPG,Stimuli/Morph138.png,Stimuli/BlurLevel5/BlurEditedMorph138,Stimuli/BlurLevel5/BlurEditedMorph138.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph138.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph138.png,Stimuli/BlurMorphTrio/EditedMorph138.png,None,None,,,,,0,0,0,0,0,17,17,137,,,,,,,,,,,,,,,,,,,,,,,1,18,1,164,-2.40315424,0.68909339,138,Experiment,,,,,,,,,91,146,-8,-8,,,,,,,,,,,,,,,367.3074638,367.8065983,367.3074638,367.8065983,89.11564626,1575397724,1575397726,1.633312941,1575397722,1575397724,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
33,Stimuli/Morph33.JPG,Stimuli/Morph33.png,Stimuli/BlurLevel5/BlurEditedMorph33,Stimuli/BlurLevel5/BlurEditedMorph33.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph33.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph33.png,Stimuli/BlurMorphTrio/EditedMorph33.png,010089right.gif,Stimuli/normal_thumbnails/33right.gif,,,,,0,0,0,0,0,18,18,32,,,,,,,,,,,,,,,,,,,,,,,7,19,1,256,-0.604804739,-2.425739316,33,Experiment,,,,,,,,,124,23,10,10,,,,,,,,,,,,,,,371.4825949,371.9733308,371.4825949,371.9733308,86.39455782,1575397728,1575397731,2.733758926,1575397726,1575397728,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
118,Stimuli/Morph118.JPG,Stimuli/Morph118.png,Stimuli/BlurLevel5/BlurEditedMorph118,Stimuli/BlurLevel5/BlurEditedMorph118.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph118.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph118.png,Stimuli/BlurMorphTrio/EditedMorph118.png,None,None,,,,,0,0,0,0,0,19,19,117,,,,,,,,,,,,,,,,,,,,,,,56,20,1,90,1.53E-16,2.5,118,Experiment,,,,,,,,,123,101,17,17,,,,,,,,,,,,,,,377.1907759,377.6908346,377.1907759,377.6908346,76.8707483,1575397734,1575397741,7.132946968,1575397731,1575397734,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
52,Stimuli/Morph52.JPG,Stimuli/Morph52.png,Stimuli/BlurLevel5/BlurEditedMorph52,Stimuli/BlurLevel5/BlurEditedMorph52.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph52.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph52.png,Stimuli/BlurMorphTrio/EditedMorph52.png,010148right.gif,Stimuli/normal_thumbnails/52right.gif,,,,,0,0,0,0,0,20,20,51,,,,,,,,,,,,,,,,,,,,,,,76,21,1,182,-2.498477068,-0.087248742,52,Experiment,,,,,,,,,145,43,9,9,,,,,,,,,,,,,,,386.6994131,387.1901701,386.6994131,387.1901701,87.75510204,1575397743,1575397745,2.017125845,1575397741,1575397743,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
143,Stimuli/Morph143.JPG,Stimuli/Morph143.png,Stimuli/BlurLevel5/BlurEditedMorph143,Stimuli/BlurLevel5/BlurEditedMorph143.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph143.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph143.png,Stimuli/BlurMorphTrio/EditedMorph143.png,None,None,,,,,0,0,0,0,0,21,21,142,,,,,,,,,,,,,,,,,,,,,,,78,22,1,115,-1.056545654,2.265769468,143,Experiment,,,,,,,,,118,3,140,-7,,,,,,,,,,,,,,,391.1069864,391.6066251,391.1069864,391.6066251,90.47619048,1575397748,1575397749,1.532941103,1575397746,1575397748,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
38,Stimuli/Morph38.JPG,Stimuli/Morph38.png,Stimuli/BlurLevel5/BlurEditedMorph38,Stimuli/BlurLevel5/BlurEditedMorph38.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph38.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph38.png,Stimuli/BlurMorphTrio/EditedMorph38.png,010108right.gif,Stimuli/normal_thumbnails/38right.gif,,,,,0,0,0,0,0,22,22,37,,,,,,,,,,,,,,,,,,,,,,,84,23,1,230,-1.606969024,-1.915111108,38,Experiment,,,,,,,,,133,31,7,7,,,,,,,,,,,,,,,395.2313186,395.7234238,395.2313186,395.7234238,90.47619048,1575397752,1575397755,2.684068918,1575397750,1575397752,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
63,Stimuli/Morph63.JPG,Stimuli/Morph63.png,Stimuli/BlurLevel5/BlurEditedMorph63,Stimuli/BlurLevel5/BlurEditedMorph63.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph63.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph63.png,Stimuli/BlurMorphTrio/EditedMorph63.png,020206right.gif,Stimuli/normal_thumbnails/63right.gif,,,,,0,0,0,0,0,23,23,62,,,,,,,,,,,,,,,,,,,,,,,30,24,1,38,1.970026884,1.539153688,63,Experiment,,,,,,,,,81,43,20,20,,,,,,,,,,,,,,,400.6395516,401.1399596,400.6395516,401.1399596,72.78911565,1575397757,1575397764,6.867621899,1575397755,1575397757,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
45,Stimuli/Morph45.JPG,Stimuli/Morph45.png,Stimuli/BlurLevel5/BlurEditedMorph45,Stimuli/BlurLevel5/BlurEditedMorph45.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph45.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph45.png,Stimuli/BlurMorphTrio/EditedMorph45.png,010127right.gif,Stimuli/normal_thumbnails/45right.gif,,,,,0,0,0,0,0,24,24,44,,,,,,,,,,,,,,,,,,,,,,,4,25,1,12,2.445369002,0.519779227,45,Experiment,,,,,,,,,17,46,-1,-1,,,,,,,,,,,,,,,410.694185,411.1898591,410.694185,411.1898591,98.63945578,1575397767,1575397769,1.43662405,1575397764,1575397767,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
18,Stimuli/Morph18.JPG,Stimuli/Morph18.png,Stimuli/BlurLevel5/BlurEditedMorph18,Stimuli/BlurLevel5/BlurEditedMorph18.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph18.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph18.png,Stimuli/BlurMorphTrio/EditedMorph18.png,010039right.gif,Stimuli/normal_thumbnails/18right.gif,,,,,0,0,0,0,0,25,25,17,,,,,,,,,,,,,,,,,,,,,,,9,26,1,273,0.130839891,-2.496573837,18,Experiment,,,,,,,,,32,23,-5,-5,,,,,,,,,,,,,,,414.3982019,414.8893869,414.3982019,414.8893869,93.19727891,1575397771,1575397775,3.667867184,1575397769,1575397771,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
123,Stimuli/Morph123.JPG,Stimuli/Morph123.png,Stimuli/BlurLevel5/BlurEditedMorph123,Stimuli/BlurLevel5/BlurEditedMorph123.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph123.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph123.png,Stimuli/BlurMorphTrio/EditedMorph123.png,None,None,,,,,0,0,0,0,0,26,26,122,,,,,,,,,,,,,,,,,,,,,,,50,27,1,82,0.347932752,2.475670172,123,Experiment,,,,,,,,,107,131,-8,-8,,,,,,,,,,,,,,,420.733414,421.2388301,420.733414,421.2388301,89.11564626,1575397777,1575397783,5.166702747,1575397775,1575397777,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
98,Stimuli/Morph98.JPG,Stimuli/Morph98.png,Stimuli/BlurLevel5/BlurEditedMorph98,Stimuli/BlurLevel5/BlurEditedMorph98.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph98.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph98.png,Stimuli/BlurMorphTrio/EditedMorph98.png,020298right.gif,Stimuli/normal_thumbnails/98right.gif,,,,,0,0,0,0,0,27,27,97,,,,,,,,,,,,,,,,,,,,,,,47,28,1,115,-1.056545654,2.265769468,98,Experiment,,,,,,,,,15,101,-3,-3,,,,,,,,,,,,,,,428.7620724,429.2558634,428.7620724,429.2558634,95.91836735,1575397785,1575397789,3.349503994,1575397783,1575397785,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
14,Stimuli/Morph14.JPG,Stimuli/Morph14.png,Stimuli/BlurLevel5/BlurEditedMorph14,Stimuli/BlurLevel5/BlurEditedMorph14.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph14.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph14.png,Stimuli/BlurMorphTrio/EditedMorph14.png,010030right.gif,Stimuli/normal_thumbnails/14right.gif,,,,,0,0,0,0,0,28,28,13,,,,,,,,,,,,,,,,,,,,,,,26,29,1,294,1.016841608,-2.283863644,14,Experiment,,,,,,,,,70,28,-14,-14,,,,,,,,,,,,,,,434.7898455,435.2881653,434.7898455,435.2881653,80.95238095,1575397792,1575397794,2.465444088,1575397789,1575397791,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
105,Stimuli/Morph105.JPG,Stimuli/Morph105.png,Stimuli/BlurLevel5/BlurEditedMorph105,Stimuli/BlurLevel5/BlurEditedMorph105.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph105.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph105.png,Stimuli/BlurMorphTrio/EditedMorph105.png,None,None,,,,,0,0,0,0,0,29,29,104,,,,,,,,,,,,,,,,,,,,,,,89,30,1,18,2.377641291,0.772542486,105,Experiment,,,,,,,,,22,133,-28,-28,,,,,,,,,,,,,,,440.1253393,440.6225335,440.1253393,440.6225335,61.9047619,1575397797,1575397800,2.733517885,1575397794,1575397797,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
37,Stimuli/Morph37.JPG,Stimuli/Morph37.png,Stimuli/BlurLevel5/BlurEditedMorph37,Stimuli/BlurLevel5/BlurEditedMorph37.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph37.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph37.png,Stimuli/BlurMorphTrio/EditedMorph37.png,010097right.gif,Stimuli/normal_thumbnails/37right.gif,,,,,0,0,0,0,0,30,30,36,,,,,,,,,,,,,,,,,,,,,,,81,31,1,158,-2.317959636,0.936516484,37,Experiment,,,,,,,,,101,30,7,7,,,,,,,,,,,,,,,445.522925,446.0218503,445.522925,446.0218503,90.47619048,1575397802,1575397804,2.167361021,1575397800,1575397802,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
108,Stimuli/Morph108.JPG,Stimuli/Morph108.png,Stimuli/BlurLevel5/BlurEditedMorph108,Stimuli/BlurLevel5/BlurEditedMorph108.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph108.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph108.png,Stimuli/BlurMorphTrio/EditedMorph108.png,None,None,,,,,0,0,0,0,0,31,31,107,,,,,,,,,,,,,,,,,,,,,,,72,32,1,309,1.573300978,-1.942864904,108,Experiment,,,,,,,,,90,90,18,18,,,,,,,,,,,,,,,450.5243242,451.0221272,450.5243242,451.0221272,75.51020408,1575397807,1575397808,0.882969856,1575397805,1575397807,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
32,Stimuli/Morph32.JPG,Stimuli/Morph32.png,Stimuli/BlurLevel5/BlurEditedMorph32,Stimuli/BlurLevel5/BlurEditedMorph32.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph32.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph32.png,Stimuli/BlurMorphTrio/EditedMorph32.png,010080right.gif,Stimuli/normal_thumbnails/32right.gif,,,,,0,0,0,0,0,32,32,31,,,,,,,,,,,,,,,,,,,,,,,89,33,1,152,-2.207368982,1.173678907,32,Experiment,,,,,,,,,127,24,8,8,,,,,,,,,,,,,,,453.8408735,454.3384238,453.8408735,454.3384238,89.11564626,1575397811,1575397812,1.88339901,1575397808,1575397811,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
94,Stimuli/Morph94.JPG,Stimuli/Morph94.png,Stimuli/BlurLevel5/BlurEditedMorph94,Stimuli/BlurLevel5/BlurEditedMorph94.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph94.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph94.png,Stimuli/BlurMorphTrio/EditedMorph94.png,020286right.gif,Stimuli/normal_thumbnails/94right.gif,,,,,0,0,0,0,0,33,33,93,,,,,,,,,,,,,,,,,,,,,,,31,34,1,67,0.976827821,2.301262134,94,Experiment,,,,,,,,,51,127,-33,-33,,,,,,,,,,,,,,,458.3894698,458.8887592,458.3894698,458.8887592,55.10204082,1575397815,1575397817,2.050675869,1575397813,1575397815,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
127,Stimuli/Morph127.JPG,Stimuli/Morph127.png,Stimuli/BlurLevel5/BlurEditedMorph127,Stimuli/BlurLevel5/BlurEditedMorph127.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph127.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph127.png,Stimuli/BlurMorphTrio/EditedMorph127.png,None,None,,,,,0,0,0,0,0,34,34,126,,,,,,,,,,,,,,,,,,,,,,,43,35,1,219,-1.942864904,-1.573300978,127,Experiment,,,,,,,,,99,122,5,5,,,,,,,,,,,,,,,463.0909552,463.5888104,463.0909552,463.5888104,93.19727891,1575397820,1575397821,1.266394854,1575397817,1575397820,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
91,Stimuli/Morph91.JPG,Stimuli/Morph91.png,Stimuli/BlurLevel5/BlurEditedMorph91,Stimuli/BlurLevel5/BlurEditedMorph91.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph91.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph91.png,Stimuli/BlurMorphTrio/EditedMorph91.png,020276right.gif,Stimuli/normal_thumbnails/91right.gif,,,,,0,0,0,0,0,35,35,90,,,,,,,,,,,,,,,,,,,,,,,23,36,1,90,1.53E-16,2.5,91,Experiment,,,,,,,,,71,95,-4,-4,,,,,,,,,,,,,,,467.1220208,467.6219278,467.1220208,467.6219278,94.55782313,1575397824,1575397825,1.415436029,1575397821,1575397824,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
6,Stimuli/Morph6.JPG,Stimuli/Morph6.png,Stimuli/BlurLevel5/BlurEditedMorph6,Stimuli/BlurLevel5/BlurEditedMorph6.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph6.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph6.png,Stimuli/BlurMorphTrio/EditedMorph6.png,010012right.gif,Stimuli/normal_thumbnails/6right.gif,,,,,0,0,0,0,0,36,36,5,,,,,,,,,,,,,,,,,,,,,,,1,37,1,143,-1.996588775,1.504537558,6,Experiment,,,,,,,,,65,131,-125,22,,,,,,,,,,,,,,,470.4752135,470.9719347,470.4752135,470.9719347,70.06802721,1575397827,1575397829,1.982899904,1575397826,1575397827,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
55,Stimuli/Morph55.JPG,Stimuli/Morph55.png,Stimuli/BlurLevel5/BlurEditedMorph55,Stimuli/BlurLevel5/BlurEditedMorph55.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph55.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph55.png,Stimuli/BlurMorphTrio/EditedMorph55.png,010151right.gif,Stimuli/normal_thumbnails/55right.gif,,,,,0,0,0,0,0,37,37,54,,,,,,,,,,,,,,,,,,,,,,,4,38,1,178,-2.498477068,0.087248742,55,Experiment,,,,,,,,,18,50,5,5,,,,,,,,,,,,,,,475.4263391,475.9219637,475.4263391,475.9219637,93.19727891,1575397832,1575397833,1.349436998,1575397829,1575397832,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
142,Stimuli/Morph142.JPG,Stimuli/Morph142.png,Stimuli/BlurLevel5/BlurEditedMorph142,Stimuli/BlurLevel5/BlurEditedMorph142.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph142.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph142.png,Stimuli/BlurMorphTrio/EditedMorph142.png,None,None,,,,,0,0,0,0,0,38,38,141,,,,,,,,,,,,,,,,,,,,,,,86,39,1,52,1.539153688,1.970026884,142,Experiment,,,,,,,,,123,123,19,19,,,,,,,,,,,,,,,479.2612053,479.7555934,479.2612053,479.7555934,74.14965986,1575397836,1575397837,0.900180101,1575397834,1575397836,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
62,Stimuli/Morph62.JPG,Stimuli/Morph62.png,Stimuli/BlurLevel5/BlurEditedMorph62,Stimuli/BlurLevel5/BlurEditedMorph62.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph62.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph62.png,Stimuli/BlurMorphTrio/EditedMorph62.png,020205right.gif,Stimuli/normal_thumbnails/62right.gif,,,,,0,0,0,0,0,39,39,61,,,,,,,,,,,,,,,,,,,,,,,94,40,1,42,1.857862064,1.672826516,62,Experiment,,,,,,,,,92,42,20,20,,,,,,,,,,,,,,,482.9798881,483.4722824,482.9798881,483.4722824,72.78911565,1575397840,1575397842,2.599989891,1575397837,1575397840,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
60,Stimuli/Morph60.JPG,Stimuli/Morph60.png,Stimuli/BlurLevel5/BlurEditedMorph60,Stimuli/BlurLevel5/BlurEditedMorph60.png,Stimuli/BlurLevel5/NumberedMorphs/BlurEditedMorph60.png,Stimuli/BlurLevel5/OriginalBlur/BlurEditedMorph60.png,Stimuli/BlurMorphTrio/EditedMorph60.png,020200right.gif,Stimuli/normal_thumbnails/60right.gif,,,,,0,0,0,0,0,40,40,59,,,,,,,,,,,,,,,,,,,,,,,50,41,1,261,-0.391086163,-2.469220851,60,Experiment,,,,,,,,,98,48,12,12,,,,,,,,,,,,,,,488.1563095,488.6551881,488.1563095,488.6551881,83.67346939,1575397845,1575397847,2.383276224,1575397843,1575397845,,,S1,1,64,M,Expert Radiologist,2019_Dec_03_1223,AdjustEyeTrack,3.1.5,59.69175547
