stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
33.0,69.0,8.132416963577269,62.0,2.0,327.0,14.0,248.0,46.0,32.0,30.04392468472748,19.0,3.896609607342876,-2.759012453308056,4.955728954640944
14.0,46.0,7.233474016189575,63.0,2.0,248.0,70.0,215.0,57.0,-13.0,-10.28363022555066,-56.0,-0.23727237917929248,3.7453005940896014,5.683600496280335
70.0,57.0,8.81715202331543,64.0,2.0,215.0,46.0,167.0,64.0,18.0,11.458889563194994,24.0,3.318224827386278,3.7154424782049444,5.6871324939819585
46.0,64.0,6.5818941593170175,65.0,2.0,167.0,40.0,119.0,62.0,22.0,10.668122977245226,6.0,2.3224169041434295,-1.135988788944205,5.6871324939819585
40.0,62.0,5.821171998977661,66.0,2.0,119.0,47.0,304.0,57.0,10.0,4.433273269954903,-7.0,-2.6390291521910005,0.5385042000367499,6.801595802027936
47.0,57.0,8.253021955490112,67.0,2.0,304.0,21.0,310.0,18.0,-3.0,-5.9629651293413914,26.0,3.0125116644100554,10.317541771816058,9.872948745679663
21.0,18.0,7.833952903747559,68.0,2.0,310.0,93.0,106.0,145.0,52.0,41.04656001728615,-72.0,-0.02319037537188738,5.146393757605302,
93.0,145.0,12.87182068824768,69.0,2.0,106.0,145.0,113.0,6.0,9.0,0.38534922510718417,-52.0,-0.35292952114560566,3.902953743534072,
145.0,6.0,7.753868103027344,70.0,2.0,113.0,29.0,285.0,4.0,-25.0,-35.039611570405945,-32.0,-2.068690948941846,1.8158176135942412,
29.0,4.0,3.1345920562744136,71.0,2.0,285.0,49.0,47.0,59.0,10.0,6.411648929299027,-20.0,-3.8128904938430996,8.443916470697264,
49.0,59.0,8.436611175537111,72.0,2.0,47.0,24.0,347.0,34.0,10.0,4.473809207888685,25.0,3.1681557799938145,7.51017474145979,
24.0,34.0,12.083159923553467,73.0,2.0,347.0,89.0,98.0,108.0,19.0,9.152872273381782,-65.0,-0.08806416301670601,1.6013663342307711,
89.0,108.0,8.706451892852781,74.0,2.0,98.0,5.0,163.0,147.0,-6.0,-11.05778382693277,-64.0,-0.09976538557916811,6.908995854429799,
5.0,147.0,6.920604228973389,75.0,2.0,163.0,126.0,248.0,145.0,19.0,27.027994528640484,27.0,2.8534757404643667,2.083695180172056,
126.0,145.0,7.153662919998169,76.0,2.0,248.0,139.0,266.0,12.0,21.0,21.780594611600755,-13.0,-3.857391993808629,1.2693875959086978,
139.0,12.0,4.56755256652832,77.0,2.0,266.0,54.0,45.0,56.0,2.0,2.948425632023323,-63.0,-0.11237148977876484,9.245011384495017,
