peak_velocity,start_gx,type,sd,start_gy,amplitude,rms,end_time,end_gy,mean_gy,duration,blink_id,end_gx,mean_gx,start_time,end_point
,,blink,,,,,1575398214.8960114,,,,372.0,,,1575398214.7790098,
,,blink,,,,,1575398220.0232832,,,,373.0,,,1575398219.8544412,
,,blink,,,,,1575398230.2306302,,,,374.0,,,1575398230.0375812,
,,blink,,,,,1575398231.8208413,,,,375.0,,,1575398231.2196968,
,,blink,,,,,1575398235.0040808,,,,376.0,,,1575398234.8709416,
,,blink,,,,,1575398240.5152411,,,,377.0,,,1575398240.3498259,
,,blink,,,,,1575398244.5860767,,,,378.0,,,1575398244.4408338,
,,blink,,,,,1575398245.1745083,,,,379.0,,,1575398245.0016322,
,,blink,,,,,1575398246.1762872,,,,380.0,,,1575398246.0713902,
,,blink,,,,,1575398249.1854343,,,,381.0,,,1575398249.0805368,
,,blink,,,,,1575398249.4396093,,,,382.0,,,1575398249.2984009,
,,blink,,,,,1575398250.2747557,,,,383.0,,,1575398250.1456513,
,,blink,,,,,1575398251.4972167,,,,384.0,,,1575398251.3560083,
,,blink,,,,,1575398252.4689283,,,,385.0,,,1575398252.3087652,
,,blink,,,,,1575398253.2516263,,,,386.0,,,1575398253.1150613,
,,blink,,,,,1575398254.0268638,,,,387.0,,,1575398253.881621,
,,blink,,,,,1575398254.837803,,,,388.0,,,1575398254.5957317,
,,blink,,,,,1575398255.8349392,,,,389.0,,,1575398255.7126863,
,,blink,,,,,1575398258.6498194,,,,390.0,,,1575398258.4930828,
,,blink,,,,,1575398266.1540353,,,,391.0,,,1575398266.0000734,
,,blink,,,,,1575398266.4519396,,,,392.0,,,1575398266.318801,
,,blink,,,,,1575398266.738391,,,,393.0,,,1575398266.6536658,
,,blink,,,,,1575398271.7055402,,,,394.0,,,1575398271.5314023,
,,blink,,,,,1575398276.4582102,,,,395.0,,,1575398276.288103,
,,blink,,,,,1575398284.845323,,,,396.0,,,1575398284.6637697,
,,blink,,,,,1575398294.7749503,,,,397.0,,,1575398294.6048307,
,,blink,,,,,1575398299.7683454,,,,398.0,,,1575398299.4906368,
,,blink,,,,,1575398302.8352547,,,,399.0,,,1575398302.7061498,
,,blink,,,,,1575398303.5621443,,,,400.0,,,1575398303.4323645,
,,blink,,,,,1575398304.1511853,,,,401.0,,,1575398303.9971967,
,,blink,,,,,1575398308.6779213,,,,402.0,,,1575398308.4714813,
,,blink,,,,,1575398314.6248102,,,,403.0,,,1575398314.4546766,
,,blink,,,,,1575398320.9529138,,,,404.0,,,1575398320.8076706,
,,blink,,,,,1575398330.0770383,,,,405.0,,,1575398329.9135997,
,,blink,,,,,1575398335.9472003,,,,406.0,,,1575398335.7798028,
,,blink,,,,,1575398343.4917722,,,,407.0,,,1575398343.3041968,
,,blink,,,,,1575398348.8032577,,,,408.0,,,1575398348.6580148,
,,blink,,,,,1575398353.3198893,,,,409.0,,,1575398353.1444092,
,,blink,,,,,1575398358.1613262,,,,410.0,,,1575398357.9777737,
,,blink,,,,,1575398365.001886,,,,411.0,,,1575398364.8526082,
,,blink,,,,,1575398367.9914708,,,,412.0,,,1575398367.6969502,
,,blink,,,,,1575398371.0980573,,,,413.0,,,1575398371.0052629,
,,blink,,,,,1575398371.5559683,,,,414.0,,,1575398371.3724046,
,,blink,,,,,1575398382.9777212,,,,415.0,,,1575398382.7855942,
,,blink,,,,,1575398384.5043027,,,,416.0,,,1575398384.181541,
,,blink,,,,,1575398384.9359968,,,,417.0,,,1575398384.843203,
,,blink,,,,,1575398388.3436394,,,,418.0,,,1575398388.1394107,
,,blink,,,,,1575398395.8751352,,,,419.0,,,1575398395.6960793,
,,blink,,,,,1575398400.7941813,,,,420.0,,,1575398400.5818908,
,,blink,,,,,1575398405.1595364,,,,421.0,,,1575398404.9714556,
,,blink,,,,,1575398412.0858712,,,,422.0,,,1575398411.9108415,
,,blink,,,,,1575398416.0316403,,,,423.0,,,1575398415.8525739,
,,blink,,,,,1575398420.1356902,,,,424.0,,,1575398419.9597213,
,,blink,,,,,1575398424.3719413,,,,425.0,,,1575398424.1919398,
,,blink,,,,,1575398426.1905832,,,,426.0,,,1575398426.0018892,
,,blink,,,,,1575398426.782106,,,,427.0,,,1575398426.7231412,
,,blink,,,,,1575398429.0131989,,,,428.0,,,1575398428.8961973,
,,blink,,,,,1575398429.2648942,,,,429.0,,,1575398429.1100278,
,,blink,,,,,1575398434.7890832,,,,430.0,,,1575398434.6160252,
,,blink,,,,,1575398437.7992642,,,,431.0,,,1575398437.6419177,
,,blink,,,,,1575398440.3567262,,,,432.0,,,1575398440.1917367,
,,blink,,,,,1575398443.5036552,,,,433.0,,,1575398443.3144588,
,,blink,,,,,1575398446.5223312,,,,434.0,,,1575398446.3645592,
,,blink,,,,,1575398451.3629093,,,,435.0,,,1575398451.1898499,
,,blink,,,,,1575398456.0671642,,,,436.0,,,1575398455.9021738,
,,blink,,,,,1575398457.6652613,,,,437.0,,,1575398457.3949478,
,,blink,,,,,1575398460.4894276,,,,438.0,,,1575398460.3764613,
,,blink,,,,,1575398465.8230686,,,,439.0,,,1575398465.6737914,
,,blink,,,,,1575398472.1092813,,,,440.0,,,1575398471.9394073,
,,blink,,,,,1575398475.2723472,,,,441.0,,,1575398475.0863357,
,,blink,,,,,1575398475.7399287,,,,442.0,,,1575398475.5139952,
,,blink,,,,,1575398476.2603822,,,,443.0,,,1575398476.0304146,
,,blink,,,,,1575398478.2655406,,,,444.0,,,1575398478.1162634,
,,blink,,,,,1575398480.0887222,,,,445.0,,,1575398479.7300735,
,,blink,,,,,1575398480.8516707,,,,446.0,,,1575398480.5289087,
,,blink,,,,,1575398483.0827622,,,,447.0,,,1575398482.9334853,
,,blink,,,,,1575398483.6274233,,,,448.0,,,1575398483.5225258,
,,blink,,,,,1575398483.8811753,,,,449.0,,,1575398483.7403898,
,,blink,,,,,1575398484.1483002,,,,450.0,,,1575398484.0066688,
,,blink,,,,,1575398484.829712,,,,451.0,,,1575398484.4948463,
,,blink,,,,,1575398486.0283883,,,,452.0,,,1575398485.8827224,
,,blink,,,,,1575398488.0448043,,,,453.0,,,1575398487.8596392,
,,blink,,,,,1575398488.6096373,,,,454.0,,,1575398488.4769213,
,,blink,,,,,1575398489.7159433,,,,455.0,,,1575398489.5662427,
,,blink,,,,,1575398490.8778853,,,,456.0,,,1575398490.4735882,
,,blink,,,,,1575398491.3539593,,,,457.0,,,1575398491.1881213,
,,blink,,,,,1575398492.1438813,,,,458.0,,,1575398492.0309143,
,,blink,,,,,1575398492.805966,,,,459.0,,,1575398492.6365159,
,,blink,,,,,1575398493.5963104,,,,460.0,,,1575398493.3784451,
,,blink,,,,,1575398496.7198763,,,,461.0,,,1575398496.5580728,
,,blink,,,,,1575398497.3403482,,,,462.0,,,1575398497.1914933,
,,blink,,,,,1575398498.4861534,,,,463.0,,,1575398498.2969527,
,,blink,,,,,1575398501.9889643,,,,464.0,,,1575398501.8110232,
,,blink,,,,,1575398503.1343472,,,,465.0,,,1575398503.0576913,
,,blink,,,,,1575398506.4825802,,,,466.0,,,1575398506.3095174,
,,blink,,,,,1575398507.2975543,,,,467.0,,,1575398507.2087953,
,,blink,,,,,1575398508.7104812,,,,468.0,,,1575398508.5486789,
,,blink,,,,,1575398513.3663213,,,,469.0,,,1575398513.1883812,
,,blink,,,,,1575398514.8506052,,,,470.0,,,1575398514.6811552,
,,blink,,,,,1575398518.2400262,,,,471.0,,,1575398518.0217414,
,,blink,,,,,1575398521.5886803,,,,472.0,,,1575398521.4026718,
,,blink,,,,,1575398526.0508642,,,,473.0,,,1575398525.8487177,
,,blink,,,,,1575398526.4700341,,,,474.0,,,1575398526.2925153,
,,blink,,,,,1575398527.4020092,,,,475.0,,,1575398527.1962488,
,,blink,,,,,1575398528.2295072,,,,476.0,,,1575398528.0592163,
,,blink,,,,,1575398538.4449213,,,,477.0,,,1575398538.2629483,
,,blink,,,,,1575398543.4553804,,,,478.0,,,1575398542.94703,
,,blink,,,,,1575398545.1503003,,,,479.0,,,1575398544.972361,
,,blink,,,,,1575398549.1606162,,,,480.0,,,1575398548.9867134,
,,blink,,,,,1575398554.2686403,,,,481.0,,,1575398554.1556737,
,,blink,,,,,1575398554.9556632,,,,482.0,,,1575398554.7850597,
,,blink,,,,,1575398557.5354512,,,,483.0,,,1575398557.3631213,
,,blink,,,,,1575398561.5884252,,,,484.0,,,1575398561.4137855,
,,blink,,,,,1575398562.7895584,,,,485.0,,,1575398562.6604533,
,,blink,,,,,1575398563.1809072,,,,486.0,,,1575398563.0477676,
,,blink,,,,,1575398563.5007913,,,,487.0,,,1575398563.2615976,
,,blink,,,,,1575398569.7220314,,,,488.0,,,1575398569.5231817,
,,blink,,,,,1575398571.1127844,,,,489.0,,,1575398570.9352653,
,,blink,,,,,1575398571.5513892,,,,490.0,,,1575398571.3709943,
,,blink,,,,,1575398572.3191073,,,,491.0,,,1575398572.2061412,
,,blink,,,,,1575398574.9565272,,,,492.0,,,1575398574.7156157,
,,blink,,,,,1575398576.5109797,,,,493.0,,,1575398576.4112763,
,,blink,,,,,1575398577.2908032,,,,494.0,,,1575398576.9749498,
,,blink,,,,,1575398581.3967903,,,,495.0,,,1575398581.1506844,
,,blink,,,,,1575398582.2440403,,,,496.0,,,1575398581.6469307,
,,blink,,,,,1575398583.1397052,,,,497.0,,,1575398582.8895643,
,,blink,,,,,1575398586.54081,,,,498.0,,,1575398586.0163217,
,,blink,,,,,1575398586.9067883,,,,499.0,,,1575398586.7223637,
,,blink,,,,,1575398589.5211604,,,,500.0,,,1575398589.3367362,
,,blink,,,,,1575398594.1067111,,,,501.0,,,1575398593.9280267,
,,blink,,,,,1575398600.5515501,,,,502.0,,,1575398600.4005733,
,,blink,,,,,1575398604.3762794,,,,503.0,,,1575398604.2079978,
,,blink,,,,,1575398608.9445302,,,,504.0,,,1575398608.8275294,
,,blink,,,,,1575398609.3975673,,,,505.0,,,1575398609.2108092,
,,blink,,,,,1575398609.9208856,,,,506.0,,,1575398609.7877464,
,,blink,,,,,1575398613.6447527,,,,507.0,,,1575398613.1485062,
,,blink,,,,,1575398615.0770092,,,,508.0,,,1575398614.7300403,
,,blink,,,,,1575398615.4332192,,,,509.0,,,1575398615.2787352,
,,blink,,,,,1575398619.8216112,,,,510.0,,,1575398619.5634017,
,,blink,,,,,1575398620.0878897,,,,511.0,,,1575398619.9950962,
,,blink,,,,,1575398624.1788988,,,,512.0,,,1575398624.0618973,
,,blink,,,,,1575398631.4410448,,,,513.0,,,1575398631.283698,
,,blink,,,,,1575398632.2733343,,,,514.0,,,1575398632.0744658,
,,blink,,,,,1575398633.4542732,,,,515.0,,,1575398633.1205852,
,,blink,,,,,1575398634.2905972,,,,516.0,,,1575398634.0715556,
,,blink,,,,,1575398634.8945987,,,,517.0,,,1575398634.8018048,
,,blink,,,,,1575398635.2104692,,,,518.0,,,1575398635.0519452,
,,blink,,,,,1575398636.6363354,,,,519.0,,,1575398636.4714022,
,,blink,,,,,1575398636.8461313,,,,520.0,,,1575398636.7421982,
,,blink,,,,,1575398638.0655222,,,,521.0,,,1575398637.8996243,
,,blink,,,,,1575398638.7065291,,,,522.0,,,1575398638.5093193,
,,blink,,,,,1575398639.0575328,,,,523.0,,,1575398638.9042208,
,,blink,,,,,1575398639.4085364,,,,524.0,,,1575398639.2027757,
,,blink,,,,,1575398641.0510702,,,,525.0,,,1575398640.889207,
,,blink,,,,,1575398642.2452893,,,,526.0,,,1575398642.2210822,
,,blink,,,,,1575398644.6811774,,,,527.0,,,1575398644.508175,
,,blink,,,,,1575398648.5633533,,,,528.0,,,1575398648.3571107,
,,blink,,,,,1575398651.7819402,,,,529.0,,,1575398651.5806952,
,,blink,,,,,1575398656.2692943,,,,530.0,,,1575398656.0670867,
,,blink,,,,,1575398658.3672473,,,,531.0,,,1575398658.2094188,
,,blink,,,,,1575398665.7342882,,,,532.0,,,1575398665.5441842,
,,blink,,,,,1575398669.0668054,,,,533.0,,,1575398668.8767014,
,,blink,,,,,1575398669.9660223,,,,534.0,,,1575398669.7763996,
,,blink,,,,,1575398673.9798932,,,,535.0,,,1575398673.7907515,
,,blink,,,,,1575398675.1060061,,,,536.0,,,1575398674.989005,
,,blink,,,,,1575398676.7717834,,,,537.0,,,1575398676.5665038,
,,blink,,,,,1575398677.2559264,,,,538.0,,,1575398677.0632312,
,,blink,,,,,1575398679.1929793,,,,539.0,,,1575398679.0477362,
,,blink,,,,,1575398680.3876793,,,,540.0,,,1575398680.193541,
,,blink,,,,,1575398682.0247343,,,,541.0,,,1575398681.8239703,
,,blink,,,,,1575398683.465541,,,,542.0,,,1575398682.9213603,
,,blink,,,,,1575398684.8175874,,,,543.0,,,1575398684.6597598,
,,blink,,,,,1575398685.6315992,,,,544.0,,,1575398685.5912542,
,,blink,,,,,1575398687.5923784,,,,545.0,,,1575398687.4274433,
,,blink,,,,,1575398690.5824413,,,,546.0,,,1575398690.4815779,
,,blink,,,,,1575398695.4839072,,,,547.0,,,1575398695.3082285,
,,blink,,,,,1575398698.8406322,,,,548.0,,,1575398698.6609197,
,,blink,,,,,1575398701.3097603,,,,549.0,,,1575398701.1542573,
,,blink,,,,,1575398702.7299132,,,,550.0,,,1575398702.5703764,
,,blink,,,,,1575398704.4200342,,,,551.0,,,1575398704.2326012,
,,blink,,,,,1575398705.3098202,,,,552.0,,,1575398705.2592173,
,,blink,,,,,1575398706.3609853,,,,553.0,,,1575398706.2054849,
,,blink,,,,,1575398709.4756382,,,,554.0,,,1575398709.2797942,
,,blink,,,,,1575398714.7403603,,,,555.0,,,1575398714.5851967,
,,blink,,,,,1575398719.8884192,,,,556.0,,,1575398719.6929078,
,,blink,,,,,1575398722.9304543,,,,557.0,,,1575398722.7672172,
,,blink,,,,,1575398726.0978782,,,,558.0,,,1575398725.9423897,
,,blink,,,,,1575398727.8165853,,,,559.0,,,1575398727.5844421,
,,blink,,,,,1575398728.2845902,,,,560.0,,,1575398728.1250687,
,,blink,,,,,1575398731.6251762,,,,561.0,,,1575398731.4374151,
,,blink,,,,,1575398735.1612837,,,,562.0,,,1575398735.0200753,
,,blink,,,,,1575398735.4095602,,,,563.0,,,1575398735.2863536,
,,blink,,,,,1575398736.4703343,,,,564.0,,,1575398736.3070889,
,,blink,,,,,1575398740.7630732,,,,565.0,,,1575398740.5957909,
,,blink,,,,,1575398742.2279062,,,,566.0,,,1575398742.1956303,
,,blink,,,,,1575398742.5022542,,,,567.0,,,1575398742.4538403,
,,blink,,,,,1575398744.6647592,,,,568.0,,,1575398744.4770057,
,,blink,,,,,1575398749.2641172,,,,569.0,,,1575398749.0965393,
,,blink,,,,,1575398751.1398823,,,,570.0,,,1575398750.9846973,
,,blink,,,,,1575398753.9184163,,,,571.0,,,1575398753.7497373,
,,blink,,,,,1575398755.6936052,,,,572.0,,,1575398755.5128233,
,,blink,,,,,1575398757.2040613,,,,573.0,,,1575398757.0540109,
,,blink,,,,,1575398762.3279064,,,,574.0,,,1575398762.141543,
,,blink,,,,,1575398763.8771644,,,,575.0,,,1575398763.7029033,
,,blink,,,,,1575398766.1849122,,,,576.0,,,1575398765.9985461,
,,blink,,,,,1575398767.0354183,,,,577.0,,,1575398766.7045875,
,,blink,,,,,1575398771.3636792,,,,578.0,,,1575398771.1708033,
,,blink,,,,,1575398777.0539203,,,,579.0,,,1575398776.9078927,
,,blink,,,,,1575398781.2336872,,,,580.0,,,1575398781.0513468,
,,blink,,,,,1575398786.1396692,,,,581.0,,,1575398785.9694295,
,,blink,,,,,1575398790.2613683,,,,582.0,,,1575398790.0886762,
,,blink,,,,,1575398792.0300753,,,,583.0,,,1575398791.8880732,
,,blink,,,,,1575398795.5465882,,,,584.0,,,1575398795.3456583,
,,blink,,,,,1575398796.5116353,,,,585.0,,,1575398796.3542888,
,,blink,,,,,1575398797.0232222,,,,586.0,,,1575398796.749672,
,,blink,,,,,1575398802.7118952,,,,587.0,,,1575398802.5351763,
,,blink,,,,,1575398805.6651633,,,,588.0,,,1575398805.3835487,
,,blink,,,,,1575398807.3039813,,,,589.0,,,1575398807.1789112,
,,blink,,,,,1575398810.3145392,,,,590.0,,,1575398810.1200776,
,,blink,,,,,1575398811.8315203,,,,591.0,,,1575398811.6706402,
,,blink,,,,,1575398816.1328232,,,,592.0,,,1575398815.9348812,
,,blink,,,,,1575398819.7553263,,,,593.0,,,1575398819.5982294,
,,blink,,,,,1575398824.7909093,,,,594.0,,,1575398824.6454182,
,,blink,,,,,1575398826.1422262,,,,595.0,,,1575398825.9647074,
,,blink,,,,,1575398828.5747962,,,,596.0,,,1575398828.4015598,
,,blink,,,,,1575398830.5839891,,,,597.0,,,1575398830.4188218,
,,blink,,,,,1575398834.2074873,,,,598.0,,,1575398834.0256863,
,,blink,,,,,1575398837.8708344,,,,599.0,,,1575398837.6890337,
,,blink,,,,,1575398842.3650467,,,,600.0,,,1575398842.2157693,
,,blink,,,,,1575398844.5678968,,,,601.0,,,1575398844.1119957,
,,blink,,,,,1575398847.3681023,,,,602.0,,,1575398847.2105098,
,,blink,,,,,1575398851.2810993,,,,603.0,,,1575398851.1078596,
,,blink,,,,,1575398851.600072,,,,604.0,,,1575398851.4505494,
,,blink,,,,,1575398851.8260047,,,,605.0,,,1575398851.7576632,
,,blink,,,,,1575398852.5645683,,,,606.0,,,1575398852.4311838,
,,blink,,,,,1575398855.8970842,,,,607.0,,,1575398855.7031827,
,,blink,,,,,1575398859.0278742,,,,608.0,,,1575398858.8299384,
,,blink,,,,,1575398862.9731503,,,,609.0,,,1575398862.8079786,
,,blink,,,,,1575398866.0716653,,,,610.0,,,1575398865.9064927,
,,blink,,,,,1575398869.0712607,,,,611.0,,,1575398868.9300523,
,,blink,,,,,1575398869.7631092,,,,612.0,,,1575398869.6038182,
,,blink,,,,,1575398870.5600014,,,,613.0,,,1575398870.4591384,
,,blink,,,,,1575398870.8787289,,,,614.0,,,1575398870.7940042,
,,blink,,,,,1575398871.1067522,,,,615.0,,,1575398870.9876614,
,,blink,,,,,1575398871.5524948,,,,616.0,,,1575398871.4718049,
,,blink,,,,,1575398871.9014103,,,,617.0,,,1575398871.7219448,
,,blink,,,,,1575398872.2202802,,,,618.0,,,1575398872.0911753,
,,blink,,,,,1575398872.8777664,,,,619.0,,,1575398872.7528372,
,,blink,,,,,1575398873.2127733,,,,620.0,,,1575398873.1117682,
,,blink,,,,,1575398874.4835083,,,,621.0,,,1575398874.3624723,
,,blink,,,,,1575398874.8869612,,,,622.0,,,1575398874.7055473,
,,blink,,,,,1575398877.0697792,,,,623.0,,,1575398876.0811822,
,,blink,,,,,1575398877.5297143,,,,624.0,,,1575398877.3480244,
,,blink,,,,,1575398885.8246963,,,,625.0,,,1575398880.2206092,
,,blink,,,,,1575398892.3767643,,,,626.0,,,1575398890.8475592,
,,blink,,,,,1575398892.9173903,,,,627.0,,,1575398892.5743372,
,,blink,,,,,1575398893.4015334,,,,628.0,,,1575398893.1956553,
,,blink,,,,,1575398894.4463592,,,,629.0,,,1575398894.3536813,
,,blink,,,,,1575398896.2780352,,,,630.0,,,1575398894.9950552,
,,blink,,,,,1575398896.7582572,,,,631.0,,,1575398896.6372223,
,,blink,,,,,1575398897.2785983,,,,632.0,,,1575398897.1859174,
,,blink,,,,,1575398897.9766843,,,,633.0,,,1575398897.8918474,
,,blink,,,,,1575398906.0577343,,,,634.0,,,1575398899.5298653,
,,blink,,,,,1575398909.4105263,,,,635.0,,,1575398907.7886472,
,,blink,,,,,1575398924.8263633,,,,636.0,,,1575398910.3868802,
,,blink,,,,,1575398925.9641013,,,,637.0,,,1575398925.0684352,
,,blink,,,,,1575398926.9364994,,,,638.0,,,1575398926.4078994,
,,blink,,,,,1575398942.3967972,,,,639.0,,,1575398934.0695384,
,,blink,,,,,1575398983.3552883,,,,640.0,,,1575398982.7016952,
,,blink,,,,,1575398984.0088804,,,,641.0,,,1575398983.6699803,
,,blink,,,,,1575398984.9368212,,,,642.0,,,1575398984.7270262,
4573171.588386756,7.3043910083656,saccade,,0.6905077058730777,69.33249113416153,,1575397360.7045953,35145.78268705771,,0.7,,1080589.9782463326,,1575397360.0041692,
188.0615085061198,0.1173365993307834,saccade,,0.7475196886931681,0.0854848586193634,,1575398067.3510954,0.8329796442468612,,0.016666666666666666,,0.11526605756802882,,1575398067.3344188,
436.1547716637972,0.5033180376420323,saccade,,0.41925084985049793,1.8648084240856264,,1575398067.38028,-0.5615123615425546,,0.016666666666666666,,-1.0827778011465974,,1575398067.363603,
2389.0688179415943,-0.9355248125581611,saccade,,0.9643341050816472,1.822789650446792,,1575398488.190414,1.6478697894814962,,0.029166666666666667,,-2.6254437628965057,,1575398488.1612294,
1059.576977637753,-1.6754641863642317,saccade,,1.526231289837974,2.075701569432961,,1575398488.215429,2.123738318975314,,0.0125,,-3.663511662684186,,1575398488.2029214,
3169.552503882695,0.7173630201015494,saccade,,-0.14760662723790519,13.524844989555783,,1575398872.5408704,-7.699197290636095,,0.05,,-10.529797422871857,,1575398872.49084,
3623.8516809040834,0.22867230740306677,saccade,,0.7721995363910226,13.251910937757017,,1575398872.6409311,-7.452501054351513,,0.05416666666666667,,-10.195740895860045,,1575398872.5867317,
1854.4423509757967,0.38356760501016485,saccade,,0.32426342595652385,5.166540078526467,,1575398873.420572,-2.7372727115668316,,0.0125,,-3.779663916260425,,1575398873.4080646,
2279.2026428243735,0.420622404236469,saccade,,0.4358983869897535,9.56059426320302,,1575398873.4455874,-5.26794449363883,,0.0125,,-7.262880420640129,,1575398873.4330797,
1355.5538259170971,-4.916474546285531,saccade,,-4.152334039034543,3.1773730146296786,,1575398875.2925441,-2.1898758512529133,,0.020833333333333332,,-2.4143123290711177,,1575398875.271698,
297.50780637266973,0.51373189820808,saccade,,0.10271924629953486,0.7848397455320358,,1575398875.392605,0.8320296483418494,,0.07083333333333333,,0.22372684945722565,,1575398875.3217285,
243.96793291589094,0.5376265989579607,saccade,,-0.1406783800230068,0.1587060281215155,,1575398875.5051734,0.01776089535363068,,0.058333333333333334,,0.5283114769618391,,1575398875.4468045,
1227.917150169665,0.14650132501014657,saccade,,0.07315590851024445,5.436422261976212,,1575398875.9512782,5.4523595381809855,,0.0125,,0.9351026150599628,,1575398875.9387705,
1257.2789832462652,0.8200565587472946,saccade,,-0.24043151731521809,5.493281769128541,,1575398875.972124,5.252316797111496,,0.016666666666666666,,0.9338237160904017,,1575398875.9554474,
3913.0191982407136,-6.151147214567155,saccade,,-4.6241992029227434,0.7956181335660494,,1575398877.7898965,-4.960159126803566,,0.12083333333333333,,-6.873360846232963,,1575398877.6689897,
3945.638147148812,-5.982244131222211,saccade,,-4.417111743325286,0.814625925770329,,1575398877.9149725,-3.9481369014775103,,0.12083333333333333,,-5.314553243016729,,1575398877.7940657,
3910.224890983816,-6.352984916864551,saccade,,-4.535580020655548,0.8272863128678901,,1575398878.0400486,-5.119814723616834,,0.12083333333333333,,-6.94260343341759,,1575398877.9191418,
3914.7893413063553,-5.849037566877346,saccade,,-4.336485919129595,0.672999775659091,,1575398878.1651247,-3.8745940938705834,,0.12083333333333333,,-5.357489097974281,,1575398878.0442178,
3685.554508331087,0.47456712884200797,saccade,,0.598734325097372,9.356030894853113,,1575398878.2234936,-5.127899575753398,,0.05416666666666667,,-6.934290688674758,,1575398878.1692939,
3945.840856443399,-6.3370258262770065,saccade,,-4.557654128143536,7.857481470663657,,1575398878.290201,-9.298274400766786,,0.0625,,-12.653868292793891,,1575398878.2276628,
3947.631300830482,-5.858133912124076,saccade,,-4.19825863448315,0.7601194982930706,,1575398878.415277,-3.878189290415784,,0.12083333333333333,,-5.168000526594005,,1575398878.29437,
3943.2653871263674,-6.348648083738483,saccade,,-4.575343093072296,0.8617011324406977,,1575398878.540353,-5.088062992359113,,0.12083333333333333,,-7.043791828490452,,1575398878.4194462,
3919.988836119004,-5.766869935017452,saccade,,-4.213601259844019,0.8186941541483794,,1575398878.665429,-3.688584675996133,,0.12083333333333333,,-5.1367043624833775,,1575398878.5445223,
3912.0802053690313,-6.2993103260290155,saccade,,-4.871643617275733,0.8313047751162053,,1575398878.7905052,-5.177945308504405,,0.12083333333333333,,-7.072951202546234,,1575398878.6695983,
3980.9310700817496,-5.501840107226937,saccade,,-4.299356990800857,0.6770916840200675,,1575398878.9155812,-3.9196189620862882,,0.12083333333333333,,-4.9401930394982765,,1575398878.7946744,
3925.3625163805173,-6.367961231781925,saccade,,-4.9689051246661355,0.691480784928028,,1575398879.0406573,-5.321688352368534,,0.12083333333333333,,-6.964088626548422,,1575398878.9197505,
3931.360307776955,-5.496911629308119,saccade,,-4.361453305240655,0.8469625909168149,,1575398879.1657333,-3.6181525741002347,,0.12083333333333333,,-5.08514675293892,,1575398879.0448265,
3934.1784002214563,-6.375180086822255,saccade,,-4.958826573896779,0.8400445419017892,,1575398879.2908094,-5.442853284087208,,0.12083333333333333,,-7.064094877861082,,1575398879.1699026,
3967.499331539147,-5.392037024856821,saccade,,-4.272113737829579,0.7364815202785525,,1575398879.4158857,-3.8532083721889334,,0.12083333333333333,,-4.78515523278918,,1575398879.2949786,
3963.2644251712923,-6.408556064157214,saccade,,-4.984349468053217,0.8146826345295709,,1575398879.5409617,-5.443388893283406,,0.12083333333333333,,-7.083760397209165,,1575398879.4200547,
3978.6679763906077,-5.319515942605214,saccade,,-4.240863988847368,0.7634417693037743,,1575398879.6660378,-3.7996936632260834,,0.12083333333333333,,-4.695258908370546,,1575398879.545131,
3970.832982994222,-5.945994129254018,saccade,,-4.680447296350893,1.4336167004621048,,1575398879.7869446,-5.491093855682022,,0.11666666666666667,,-7.132019204212054,,1575398879.670207,
3979.3047511274012,-5.769915190578536,saccade,,-4.543310269891087,1.3799239061664363,,1575398879.9120207,-3.7666099429926407,,0.11666666666666667,,-4.627155560232161,,1575398879.795283,
3974.89230604721,-5.927379929377089,saccade,,-4.718382777176834,1.479341044235204,,1575398880.0370967,-5.514796823958333,,0.11666666666666667,,-7.1773638046047985,,1575398879.9203591,
3888.1024243633683,-5.9645496679807675,saccade,,-4.753730856390803,1.5049168713339005,,1575398886.1574862,-3.899457332771939,,0.11666666666666667,,-4.723038298904555,,1575398886.0407486,
3910.996819000793,-5.881115605809741,saccade,,-4.69389938755147,1.771518410688877,,1575398886.2825625,-5.691503588134749,,0.11666666666666667,,-7.349559619002453,,1575398886.1658247,
3987.8898867484254,-4.885974449250563,saccade,,-6.580921355203397,2.7756332920702738,,1575398886.4076385,-3.8129026150134293,,0.11666666666666667,,-4.578741933450425,,1575398886.2909007,
4010.9876190650853,-4.666580757378535,saccade,,-6.503860393844351,1.9471180764013496,,1575398886.5327146,-7.149468082664223,,0.11666666666666667,,-6.504635355363786,,1575398886.4159768,
4002.053103780765,-4.959599708677699,saccade,,-6.606781867524206,1.9214497811258369,,1575398886.6577907,-5.969841926579086,,0.11666666666666667,,-3.1462223165424676,,1575398886.541053,
4012.404807738644,-4.600753878341547,saccade,,-6.480739024498806,2.0937591814286676,,1575398886.7828667,-7.174969595447786,,0.11666666666666667,,-6.577238537821368,,1575398886.666129,
3998.730309045247,-6.193313761867764,saccade,,-4.9426728457449745,3.270802482687056,,1575398886.9079428,-5.946300165740142,,0.11666666666666667,,-3.0791985767326375,,1575398886.7912052,
3872.5427448816217,-5.825469509120275,saccade,,-4.667819281407865,0.8025295760873905,,1575398887.0330188,-4.24834276262334,,0.12083333333333333,,-5.140121645980914,,1575398886.912112,
4147.704381111521,-5.096630961034054,saccade,,-6.654913424784176,2.2176367268397845,,1575398887.158095,-5.4310094443141335,,0.12083333333333333,,-6.950438084666151,,1575398887.037188,
