peak_velocity,start_gx,type,sd,start_gy,amplitude,rms,end_time,end_gy,mean_gy,duration,blink_id,end_gx,mean_gx,start_time,end_point
4014.180773780061,-4.315289930060976,saccade,,-6.380471208682655,2.5382452735655394,,1575398887.2790017,-7.222071063083872,,0.1125,,-6.711337109848314,,1575398887.1664333,
3991.530487368916,-5.204423886191956,saccade,,-6.692775162601218,2.3865673885801715,,1575398887.404078,-5.901649026343974,,0.1125,,-2.9520761252909127,,1575398887.2915094,
4014.4600805404666,-5.780041053506649,saccade,,-4.631992771201114,2.78183584259605,,1575398887.5333233,-7.24495256106359,,0.11666666666666667,,-6.776481071574186,,1575398887.4165854,
3798.3895767840118,-6.464932991182501,saccade,,-5.057747487849319,0.808190315559695,,1575398887.6583993,-5.539514986487635,,0.12083333333333333,,-7.11633091841076,,1575398887.5374923,
3821.235963925264,-5.719984086897043,saccade,,-4.603463626189141,0.7770650672711369,,1575398887.7834754,-4.12560849176319,,0.12083333333333333,,-5.10555859072613,,1575398887.6625686,
3771.6265208745062,-6.608612003804953,saccade,,-5.113050470387782,0.7339979698267439,,1575398887.9085515,-5.586996827459881,,0.12083333333333333,,-7.171961501368136,,1575398887.7876446,
3808.7064938598023,-5.802196335453784,saccade,,-4.488461627519059,0.7435067995743756,,1575398888.0336275,-4.119468226636287,,0.12083333333333333,,-5.155753007489363,,1575398887.9127207,
3772.0880072619802,-5.006485152401403,saccade,,-6.623250150346129,2.877552512818504,,1575398888.1545343,-7.577516056175544,,0.10833333333333334,,-7.723294239846602,,1575398888.0461352,
4012.9324032963896,-4.594439211206942,saccade,,-6.478521028548681,1.18286579430748,,1575398888.2796104,-6.086415746120274,,0.11666666666666667,,-3.478109697568012,,1575398888.1628728,
4000.6369034764157,-4.942703535352539,saccade,,-6.600847169271874,1.3510957103774903,,1575398888.4046865,-7.048829637263497,,0.11666666666666667,,-6.218116219197641,,1575398888.2879488,
4011.5665612105468,-4.66369551768736,saccade,,-6.502846967512646,1.322969051984341,,1575398888.5297627,-6.064298820596224,,0.11666666666666667,,-3.4151424848833463,,1575398888.413025,
4003.7485364992667,-4.876218075073922,saccade,,-6.577494476485895,1.4922707798826678,,1575398888.6548388,-7.072286592659827,,0.11666666666666667,,-6.28489851666341,,1575398888.538101,
4009.964374614016,-4.7336994314316385,saccade,,-6.5274354998719835,1.466337751706814,,1575398888.7799149,-6.04136197498186,,0.11666666666666667,,-3.349840947626527,,1575398888.663177,
4006.3572269169476,-4.812407727884149,saccade,,-6.555081404090147,1.6346121718799602,,1575398888.904991,-7.0970702912621695,,0.11666666666666667,,-6.355458071575755,,1575398888.7882533,
4007.864836606232,-4.800783907713825,saccade,,-6.55099859409982,1.6045980799210975,,1575398889.030067,-6.019092999114845,,0.11666666666666667,,-3.2864408453761795,,1575398888.9133294,
4008.677167454726,-4.74316540337359,saccade,,-6.530760376224718,1.7769714181237488,,1575398889.155143,-7.119951503361658,,0.11666666666666667,,-6.420601219396404,,1575398889.0384054,
4005.4708382559197,-4.874363333118863,saccade,,-6.576843007444511,1.7546768856700763,,1575398889.280219,-5.9951874496225175,,0.11666666666666667,,-3.2183813939126242,,1575398889.1634815,
4010.5504669822085,-4.680714198966188,saccade,,-6.508824696084598,1.9195069752398417,,1575398889.4052951,-7.145277391422477,,0.11666666666666667,,-6.492704395681891,,1575398889.2885575,
4002.592083042778,-4.941435778640853,saccade,,-6.600401875926662,1.8914957236057466,,1575398889.5303712,-5.973391814295718,,0.11666666666666667,,-3.156328899151193,,1575398889.4136336,
4012.0854505036727,-4.6141564172509275,saccade,,-6.485446600747676,2.0602793162066817,,1575398889.6554472,-7.168575781886743,,0.11666666666666667,,-6.559035256450882,,1575398889.5387096,
3999.526512597736,-5.012789565303567,saccade,,-6.625464544547254,2.035779642500976,,1575398889.7805235,-5.9506251700180295,,0.11666666666666667,,-3.091511927606459,,1575398889.6637857,
4013.2698133088415,-4.54965736708911,saccade,,-6.462791624800993,2.2003993911466244,,1575398889.9055996,-7.192381355037936,,0.11666666666666667,,-6.626810073798871,,1575398889.7888618,
3995.7619448027053,-5.080550906669463,saccade,,-6.6492653843256395,2.1731426177300577,,1575398890.0306756,-5.928890829870635,,0.11666666666666667,,-3.0296339411234943,,1575398889.9139378,
4014.0286846336194,-5.928466775377723,saccade,,-6.9470916866076715,0.8105216481076406,,1575398890.159921,-7.215874577155008,,0.12083333333333333,,-6.6936956231527,,1575398890.039014,
4014.8837240231273,-6.496373655610432,saccade,,-5.018999648470828,2.2196749750915212,,1575398890.2808278,-3.7945615530328323,,0.11666666666666667,,-4.6411215381919035,,1575398890.1640902,
3816.1140930620145,-5.832642440768147,saccade,,-4.363573837299776,0.5831817880768853,,1575398890.4059038,-4.20224561161371,,0.12083333333333333,,-5.272001680224648,,1575398890.284997,
3843.7255920671364,-6.432344075212455,saccade,,-4.819266878924406,0.8589868949013836,,1575398890.5309799,-5.3095401880343704,,0.12083333333333333,,-7.1400516176705064,,1575398890.410073,
3939.6403510898967,-5.583324391548161,saccade,,-4.2685650596354,0.6541794765635194,,1575398890.656056,-3.8403240796011633,,0.12083333333333333,,-5.087192153688126,,1575398890.535149,
1168.8204894411506,1.5473732298771687,saccade,,-1.7045385183952502,2.4701587160042986,,1575398893.6495435,-3.681637497471856,,0.07083333333333333,,3.0303492944027663,,1575398893.5786672,
1223.2238955019461,1.702319828014343,saccade,,-1.6158140860105918,0.6357768547296847,,1575398893.7746196,-1.2341903863602892,,0.1125,,1.1937241941343935,,1575398893.6620512,
848.7064141523683,0.5397652369708288,saccade,,-0.26682711682403637,2.338533083370262,,1575398893.8121424,-2.079707191449838,,0.025,,2.0176089276869655,,1575398893.7871273,
242.76247218802615,0.16531213238955508,saccade,,0.3381255969453997,0.26099336505404325,,1575398893.8580036,0.5989552005747754,,0.041666666666666664,,0.1560390725117301,,1575398893.8163116,
1004.0257886859285,0.41216994657524214,saccade,,-0.11188310027720043,3.749969152314728,,1575398893.8788497,-3.1313735848344444,,0.008333333333333333,,2.6376028802150584,,1575398893.8705113,
1071.8158251499322,1.6796423406024923,saccade,,-1.8413221994428888,2.2278494729366467,,1575398894.1498477,-3.6388289567451313,,0.04583333333333333,,2.9979013358354147,,1575398894.1039865,
4376.9584818454705,0.25085905066541586,saccade,,0.06463498536979043,18.157735151683216,,1575398894.6918442,-10.76269271656284,,0.0125,,-14.409235628339955,,1575398894.6793365,
5221.169384619467,0.6004715587807907,saccade,,-0.21276001039423031,21.720576019281506,,1575398894.71269,-12.823079246789355,,0.008333333333333333,,-17.21624122715052,,1575398894.704352,
5166.827360003502,-7.721855816596061,saccade,,-5.713694467544163,11.576825010762057,,1575398894.7793975,-12.714002219299031,,0.058333333333333334,,-17.0705669435794,,1575398894.7210286,
922.6991438984604,1.8857605272420481,saccade,,-1.481495363943701,1.996549253268261,,1575398896.8973525,-3.2467724864186542,,0.03333333333333333,,2.8213515952412154,,1575398896.863999,
5348.427620362307,-9.059999952344876,saccade,,-7.002243738168055,12.274954876948309,,1575398897.0265977,-2.0477555558968192,,0.11666666666666667,,2.17812146813246,,1575398896.90986,
1527.3285471614274,2.10294783591172,saccade,,-1.9717589226478112,0.661448264413564,,1575398897.5227327,-1.4038016697714264,,0.11666666666666667,,1.763379885541968,,1575398897.4059951,
991.8002507699177,0.6029795227652663,saccade,,0.6523246132476345,4.215753022843416,,1575398897.5519173,-3.010257336154655,,0.0125,,2.6935919857626134,,1575398897.5394096,
196.70461096054947,0.6578336352938978,saccade,,0.6531439513244651,0.5152601521858589,,1575398897.6186244,0.144935660185328,,0.0375,,0.743015797983826,,1575398897.5811017,
164.99365933842984,0.6416375916715799,saccade,,0.5425101147885413,0.590757250520665,,1575398897.6978393,-0.04580425430568835,,0.0125,,0.5875988622160111,,1575398897.6853318,
1552.449624805767,0.8304229813001576,saccade,,0.007747389977818431,0.9475717687680419,,1575398898.2398357,0.7413075468137484,,0.058333333333333334,,0.23056233176832364,,1575398898.1814668,
1255.906194964998,0.22822585070915485,saccade,,0.21338573149867768,4.885808578610446,,1575398898.2523432,-3.7647306945446903,,0.008333333333333333,,3.067601215963247,,1575398898.244005,
785.071531465751,0.2512325272313404,saccade,,0.47036407702596794,2.445013355602393,,1575398898.2773585,-1.4892777841201128,,0.0125,,1.7138439060204105,,1575398898.2648509,
1184.1911995670835,0.1497636146929831,saccade,,0.0908240767023637,4.5985176980792595,,1575398898.3065429,-3.554306459594476,,0.008333333333333333,,2.955437362452621,,1575398898.2982044,
1509.4765385435694,2.009230476221448,saccade,,-2.005809057480168,2.696423203379737,,1575398898.3982654,-4.317352577227968,,0.08333333333333333,,3.401938744363886,,1575398898.3148813,
1496.779286593325,2.055006461380616,saccade,,-2.1629805859071984,0.7930096569002181,,1575398898.5233414,-1.4623535847014564,,0.11666666666666667,,1.6828371976331438,,1575398898.4066038,
1499.1234101218815,1.9289003864118204,saccade,,-2.0003471387661933,0.8052539045379077,,1575398898.6484175,-2.67434010537351,,0.11666666666666667,,2.3702717670118107,,1575398898.5316799,
802.9834886713115,0.26663396788167326,saccade,,0.39204647767532536,2.306491047194837,,1575398898.681771,-1.4820926595985435,,0.025,,1.6114790495088218,,1575398898.656756,
1461.123284249656,0.21248897676436804,saccade,,0.09602969734118749,5.303009296221545,,1575398898.7109556,-4.209044826693516,,0.025,,3.312539347839393,,1575398898.6859403,
1331.296650166654,0.1865938676999704,saccade,,0.3296953964123627,5.831077348561758,,1575398898.7526476,-4.488920021086613,,0.025,,3.4748314671307576,,1575398898.7276323,
508.0487025001651,0.18296653792215087,saccade,,0.3119564226425676,3.799538081487569,,1575398898.7943397,-2.835038087608983,,0.0125,,2.313402620996095,,1575398898.781832,
1257.6752874314166,0.20822415051244814,saccade,,0.08737383639693558,5.1152138352435035,,1575398898.8151855,-4.071268258783872,,0.008333333333333333,,3.1898728434858508,,1575398898.8068473,
1462.0434659962764,0.29889342326696783,saccade,,0.058385726241915265,5.822539506826548,,1575398898.8485394,-4.719217776230892,,0.016666666666666666,,3.6320285035573177,,1575398898.8318624,
812.2107574968887,0.3682791833339646,saccade,,0.2150594277584172,1.5349521047954617,,1575398898.8985696,-1.0537672023342304,,0.020833333333333332,,1.2322823904244093,,1575398898.8777237,
935.1489233080794,0.3582805792671491,saccade,,0.3926784159197449,4.040450867893731,,1575398898.923585,-3.0169275558265,,0.0125,,2.5282111690139386,,1575398898.9110773,
1317.5777034843284,0.44909748450419384,saccade,,0.03609589364939003,5.131316644635831,,1575398898.9444308,-4.221261516276382,,0.008333333333333333,,3.3176684804782415,,1575398898.9360926,
4828.6218250270995,0.4167967227732775,saccade,,0.6354261111206384,1.5047344763499233,,1575398899.2404444,-0.4867220969726732,,0.0125,,-0.5857221581447767,,1575398899.2279367,
4069.5028060981986,0.42156195603609276,saccade,,0.6397133591692477,4.435945980950139,,1575398899.257121,-2.2682742137781204,,0.0125,,-2.9292122211319676,,1575398899.2446134,
3079.1529278909147,0.39021166369753546,saccade,,0.516906794936045,8.438464735016943,,1575398899.273798,-4.750175606282371,,0.0125,,-6.210389546094198,,1575398899.2612903,
5331.769139082383,0.35535510971154527,saccade,,0.6364257217266737,12.977459338626288,,1575398899.3530128,-7.39648401184026,,0.075,,-9.867405181875242,,1575398899.2779672,
3336.9131291077438,0.37352621145169046,saccade,,0.5354457428619159,7.3040634777322415,,1575398899.3947048,-3.963434742470957,,0.0125,,-5.385400751226681,,1575398899.3821971,
6570.920709614637,0.3244823171554268,saccade,,0.38160790525618143,27.327688509388334,,1575398906.1738284,-16.228352990663822,,0.0125,,-21.67749382137587,,1575398906.1613207,
7774.488825420842,0.27139323916536845,saccade,,0.41284443503525853,31.851480728348548,,1575398906.311412,-19.0618045823204,,0.0125,,-25.42725569625841,,1575398906.2989044,
8867.854837590909,0.5639717712759862,saccade,,0.7012279496694468,36.78246471385357,,1575398906.348935,-21.92391579604963,,0.016666666666666666,,-29.198450127832814,,1575398906.332258,
7701.028260451583,0.5421749641165152,saccade,,0.7368753994490437,4.0563201072694985,,1575398906.3656118,-1.7621204968442359,,0.0125,,-2.653524124345089,,1575398906.353104,
3946.4494879091208,0.30923880458725894,saccade,,0.5058112188274924,9.368521691227915,,1575398906.415642,-5.100098696242608,,0.04583333333333333,,-7.207558011116049,,1575398906.3697808,
167.25333571546523,0.24494507197127516,saccade,,0.4284588505332909,0.680674910234821,,1575398906.474011,1.0930806939438753,,0.029166666666666667,,0.3919485622702209,,1575398906.4448266,
7832.028810203454,0.29686014075117645,saccade,,0.4555081091665475,32.0142785846263,,1575398906.5615642,-19.167926243647614,,0.0125,,-25.500742722539066,,1575398906.5490565,
180.95303143191623,0.3113414235867981,saccade,,0.44978978981480233,0.6593228260852918,,1575398906.6032562,1.0948771352050095,,0.0375,,0.4476768899779967,,1575398906.5657334,
200.2454392003605,0.2660924037220679,saccade,,0.4267003960719946,0.03964478951557636,,1575398906.724163,0.4070843808514687,,0.041666666666666664,,0.30054426438055365,,1575398906.682471,
211.2981015899143,0.44033864598574457,saccade,,0.6320478301689798,0.18721315960552348,,1575398906.8617468,0.4723268266095769,,0.058333333333333334,,0.3426699948115357,,1575398906.8033779,
214.72963742103144,0.36905655574379304,saccade,,0.4944337633345779,0.06389098584962828,,1575398906.9826536,0.4500840975028626,,0.05,,0.3230648491860066,,1575398906.9326231,
199.97543294441758,0.606972984100323,saccade,,0.969951350694557,0.1101492837802271,,1575398907.091053,1.0752943019647512,,0.016666666666666666,,0.639176088203547,,1575398907.074376,
8889.324911255517,0.45182855838863356,saccade,,0.6391373015188182,35.52870470720386,,1575398907.2619903,-21.20898725308356,,0.075,,-28.254760907728937,,1575398907.1869447,
432.3348886018853,0.42358130495803015,saccade,,0.08977163964397414,3.4664269285295575,,1575398907.4120815,-2.8092054223536707,,0.0125,,2.3255953977517505,,1575398907.399574,
1097.5825879279998,0.33798535412611697,saccade,,0.05403866626475508,4.590082904597284,,1575398907.4287584,-3.7232600691284734,,0.0125,,2.948557221185059,,1575398907.4162507,
8500.758796650918,0.2710751149770967,saccade,,0.2065854881342996,0.5490406801553731,,1575398909.600913,-0.3368820063154785,,0.0125,,0.19301333765401546,,1575398909.5884054,
4471.957502280616,0.6634798948758993,saccade,,0.18229431689888193,18.60633308303952,,1575398909.6509433,-10.982843805641354,,0.0125,,-14.304128850659549,,1575398909.6384358,
8660.250139693391,0.26555923724528396,saccade,,0.24310970514135327,34.12882604118444,,1575398909.6968045,-20.591997662489064,,0.016666666666666666,,-27.378779904314058,,1575398909.6801279,
8953.29846106131,0.3028488244911929,saccade,,0.29207085752935114,36.29346976101033,,1575398909.7134814,-21.899686184213188,,0.008333333333333333,,-29.159117969807685,,1575398909.705143,
7662.360136361829,0.4388666086158842,saccade,,0.2439672601562374,3.423148019166911,,1575398909.7384965,-2.0244103642561577,,0.0125,,-2.1251885483541257,,1575398909.725989,
4397.845449151308,0.6794703531601545,saccade,,0.20304117857699522,9.50979118592116,,1575398909.7718503,-5.543470502503382,,0.029166666666666667,,-6.907348201359493,,1575398909.7426658,
5875.8781586698115,0.7787539850463179,saccade,,0.20392932322932306,24.408171151779463,,1575398909.788527,-14.405287890527756,,0.0125,,-18.967551664482908,,1575398909.7760196,
7508.385970666896,0.8603035728161235,saccade,,0.1500769015393436,30.990306961383666,,1575398909.8135424,-18.38691205274557,,0.020833333333333332,,-24.383284572525,,1575398909.7926962,
9006.653328687733,0.3561796101083755,saccade,,0.14229114430070444,36.45744278243199,,1575398909.8343883,-22.025290373148653,,0.008333333333333333,,-29.331630508949726,,1575398909.8260498,
8261.325664942551,0.6056301170160467,saccade,,0.14663756711344114,34.62058144792932,,1575398909.8844187,-20.75317332307651,,0.041666666666666664,,-27.602688129732037,,1575398909.8427267,
7142.076494973115,0.8276868268417971,saccade,,0.15550552012797253,29.5521616891729,,1575398909.9261107,-17.524760624935485,,0.0125,,-23.204716381155784,,1575398909.913603,
7637.187319207819,0.4625045665659055,saccade,,0.16689433493950812,3.4572501764734374,,1575398909.988649,-2.0919435335357157,,0.0125,,-2.1551721850281464,,1575398909.9761412,
8463.509301511447,0.9090141801310597,saccade,,0.227593251911897,34.81867466668502,,1575398910.1929398,-20.69360006239716,,0.0125,,-27.517942538160753,,1575398910.180432,
8562.642801496768,0.445232272687787,saccade,,0.23161889269166475,35.23658535383044,,1575398910.2304626,-21.188820804476883,,0.016666666666666666,,-28.194158917190475,,1575398910.2137856,
6878.839630901132,0.485860818416297,saccade,,0.12990285888372202,6.335966088557063,,1575398910.2471395,-3.7735041548080694,,0.0125,,-4.507767049533482,,1575398910.2346318,
184.71378999707096,0.5595277332374392,saccade,,0.5107986795340472,0.09225882775778993,,1575398924.9394097,0.598925108640282,,0.008333333333333333,,0.5868444160538522,,1575398924.9310713,
8083.398816678908,0.563930658274608,saccade,,0.2460977658416625,2.3653257345170173,,1575398926.0942788,-1.5487690551028697,,0.0125,,-0.9766714416447738,,1575398926.0817711,
6980.934874163096,0.7638469579919502,saccade,,0.08171982114343097,28.813972564425807,,1575398926.160986,-17.21568824846613,,0.0125,,-22.610077255735906,,1575398926.1484785,
8497.681994254724,0.8190924877998034,saccade,,-0.1402410733598458,33.99447075472615,,1575398926.1860013,-20.38610755076838,,0.020833333333333332,,-27.037847788415824,,1575398926.1651552,
7107.548291601004,0.5882767055852338,saccade,,0.25270067616987896,6.1145882832571905,,1575398926.2318625,-3.797164051309093,,0.0125,,-3.995395547847869,,1575398926.2193549,
201.24591094625077,0.22050081218427295,saccade,,1.0203438260424533,0.30308431008077275,,1575398950.800974,1.2838993364512616,,0.008333333333333333,,0.07083758879885926,,1575398950.7926354,
296.9423695350575,0.8662286584375507,saccade,,-0.12224519197235253,1.2685242138391823,,1575398959.402039,0.9760873764291277,,0.008333333333333333,,0.23145130913522685,,1575398959.3937006,
,,fixation,0.12107438784147118,,,0.10067348397287493,1575397362.3970919,,0.3117885379005919,1.6857175827026367,,,0.4709589766252301,1575397360.7113743,
,,fixation,0.026498719409274837,,,0.007212949298537942,1575397363.4016883,,0.4047489763537482,0.6737654209136963,,,0.4456720547158419,1575397362.727923,
,,fixation,0.009898401797720648,,,0.0009356196609819124,1575397363.9503837,,0.3534356222930944,0.19365692138671875,,,0.4294805076884148,1575397363.7567267,
,,fixation,0.0022250838388969568,,,0.0013495507636091643,1575397364.3780437,,0.29230853592373696,0.07262182235717773,,,0.4336640169831812,1575397364.3054218,
,,fixation,0.021164313833169374,,,0.0006487300970624379,1575397368.6183293,,0.3813218749866546,3.4737260341644287,,,0.4935676327191049,1575397365.1446033,
,,fixation,0.06481393373719489,,,0.004265251946966507,1575397372.6165438,,0.41186474891199654,3.6714179515838623,,,0.47811408769952524,1575397368.9451258,
,,fixation,0.16850318586691632,,,0.006409954595540966,1575397381.4965339,,0.6052418154868278,8.55319356918335,,,0.5658692090688966,1575397372.9433403,
,,fixation,0.002579029098669785,,,0.001988356369971588,1575397384.1391478,,0.21463800508050856,0.07262206077575684,,,0.25805194781513713,1575397384.0665257,
,,fixation,0.012780686387103864,,,0.003239590896678043,1575397386.402516,,0.219081550447189,0.3792452812194824,,,0.25897805163891763,1575397386.0232706,
,,fixation,0.07165631866961227,,,0.00873242189689187,1575397387.1246963,,0.41570345534354647,0.2783825397491455,,,0.44024807203336397,1575397386.8463137,
,,fixation,0.10643386619964694,,,0.008711172759060332,1575397388.0445678,,0.4455937919793225,0.6051785945892334,,,0.39526841271636093,1575397387.4393892,
,,fixation,0.004000709532120894,,,0.00046965848644957704,1575397388.9563708,,0.4279332376293837,0.5688686370849609,,,0.359331106240885,1575397388.3875022,
,,fixation,0.04560048290612258,,,0.005515337650853604,1575397389.7995863,,0.4027007548536088,0.5043156147003174,,,0.4061473663249325,1575397389.2952707,
,,fixation,0.005646016111365059,,,0.0008887756677699765,1575397391.6998472,,0.41892667518544496,1.5653953552246094,,,0.34779776239100757,1575397390.1344519,
,,fixation,0.009480970650584444,,,0.001150033677040693,1575397393.8542838,,0.42133787901050324,1.8155360221862793,,,0.3515137468965184,1575397392.0387478,
,,fixation,0.010396410787113806,,,0.0013583927193326533,1575397394.9920201,,0.40860204414576745,0.7988362312316895,,,0.34296695531867255,1575397394.193184,
,,fixation,0.03259391428354167,,,0.0034202673595266995,1575397398.3971596,,0.39056329067280643,3.066239356994629,,,0.3494298459812316,1575397395.3309202,
,,fixation,0.018509900886879222,,,0.026205681436439057,1575397399.672069,,0.38891988460661636,0.9440784454345703,,,0.3392509667913752,1575397398.7279906,
,,fixation,0.008115609652401662,,,0.0011876807089387616,1575397401.2334309,,0.3880782327090175,0.7504220008850098,,,0.3374589317094457,1575397400.4830089,
,,fixation,0.007126900548666113,,,0.0018418497655650454,1575397401.9838524,,0.3544030847371898,0.4074869155883789,,,0.3240072657460313,1575397401.5763655,
,,fixation,0.011690017138982213,,,0.0012410559478646256,1575397406.2039657,,0.34534993419690135,3.869109630584717,,,0.3422408241187009,1575397402.334856,
,,fixation,0.003360718924068547,,,0.0005840409727489817,1575397408.5036454,,0.3487911365502578,1.9567451477050781,,,0.3505417455111744,1575397406.5469003,
,,fixation,0.0010234430510883343,,,0.0005589613527552062,1575397409.4517584,,0.34436397662916346,0.60921311378479,,,0.3536143006257019,1575397408.8425453,
,,fixation,0.006500076082451826,,,0.0009593293556001745,1575397410.4200442,,0.34194499747368695,0.6213164329528809,,,0.35547758865495177,1575397409.7987278,
,,fixation,0.002049992982292163,,,0.0006206707706132086,1575397411.5497112,,0.3425197055297366,0.7746291160583496,,,0.3548951067793297,1575397410.775082,
,,fixation,0.00071074931390489,,,0.0004435061256567292,1575397412.6188607,,0.3412979802866317,0.7221803665161133,,,0.35941796968598927,1575397411.8966804,
,,fixation,0.00544352159932077,,,0.000934826600602423,1575397415.1646457,,0.3346957362362938,2.1947813034057617,,,0.36410115186116077,1575397412.9698644,
,,fixation,0.05027680055783965,,,0.0035665711870925257,1575397421.1676702,,0.35284555264104495,5.656054973602295,,,0.4046299430029078,1575397415.5116153,
,,fixation,0.050746710358700854,,,0.005215354958309399,1575397423.866767,,0.3456808983855203,2.360196590423584,,,0.396584527420789,1575397421.5065703,
,,fixation,0.050728893717798575,,,0.004209761306054064,1575397426.202756,,0.41706635113635415,2.0172619819641113,,,0.4372319142837398,1575397424.185494,
,,fixation,0.04104494284971523,,,0.005281779918130933,1575397427.578529,,0.3856439524883368,0.7463874816894531,,,0.45732074413840346,1575397426.8321414,
,,fixation,0.04252523187528367,,,0.004999884656922237,1575397428.3773642,,0.3729900438314909,0.4559013843536377,,,0.46579098111202505,1575397427.9214628,
,,fixation,0.03771092000263771,,,0.004809285871276802,1575397429.5231683,,0.33813857522183616,0.786731481552124,,,0.4815379820081667,1575397428.7364368,
,,fixation,0.05389463807780615,,,0.005970453177785272,1575397433.2429993,,0.3335605991369678,3.3526885509490967,,,0.4621320333588787,1575397429.8903108,
,,fixation,0.0011727784329456433,,,0.00036613718908110857,1575397433.7029352,,0.3437333827898526,0.1089324951171875,,,0.4941108821547567,1575397433.5940027,
,,fixation,0.033804914885607655,,,0.003505603864670888,1575397434.8083942,,0.3440869995200793,0.7383174896240234,,,0.44394789356776376,1575397434.0700767,
,,fixation,0.036698215743380294,,,0.0037735923332490595,1575397437.5115252,,0.336640469489504,2.0777792930603027,,,0.4941655452309412,1575397435.4337459,
,,fixation,0.045129469874571324,,,0.004698276712573937,1575397439.7668238,,0.3345854328356848,1.9123640060424805,,,0.47909436277046247,1575397437.8544598,
,,fixation,0.024877590988525405,,,0.0032542366690243257,1575397441.2152176,,0.33017486800009216,1.0852868556976318,,,0.44845247977999486,1575397440.1299307,
,,fixation,0.015422907720241472,,,0.0082317779715604,1575397442.2440214,,-0.024335364313166012,0.21382951736450195,,,0.48550429077178164,1575397442.030192,
,,fixation,0.004318276420772064,,,0.0008734838590794855,1575397442.6555429,,0.3443107526312614,0.08069062232971191,,,0.45401112376186825,1575397442.5748522,
,,fixation,0.034205514347478726,,,0.004395077464927123,1575397443.6803117,,0.32392865372795454,0.7020068168640137,,,0.44237150818628596,1575397442.9783049,
,,fixation,0.06934344472333868,,,0.004781486787049758,1575397444.5033545,,0.5113606837156975,0.496246337890625,,,0.44993541685620947,1575397444.0071082,
,,fixation,0.021817100749376015,,,0.0022607843002103558,1575397445.4595366,,0.3888130198605426,0.6213164329528809,,,0.5781739560228648,1575397444.8382201,
,,fixation,0.033864939695376496,,,0.004506635498575621,1575397446.0727844,,0.35148827335168065,0.25417518615722656,,,0.5401084473972056,1575397445.8186092,
,,fixation,0.0725808194371539,,,0.037372026509255654,1575397447.3311832,,0.1341655815338572,0.907395601272583,,,0.6169448421643787,1575397446.4237876,
,,fixation,0.04322830225545973,,,0.08049918630879797,1575397448.4205043,,0.06010894346835692,0.08875918388366699,,,0.4285645256932591,1575397448.3317451,
,,fixation,0.0957948787252788,,,0.07833545141472863,1575397450.9461172,,0.141602287057794,2.057607889175415,,,0.47076843523828776,1575397448.8885093,
,,fixation,0.09485858177739573,,,0.13132111688368006,1575397451.4387007,,0.2296462593454553,0.2343745231628418,,,0.4543941238149913,1575397451.2043262,
,,fixation,0.006608198277535803,,,0.0015217845200397617,1575397451.9470508,,0.38906960762642495,0.07665657997131348,,,0.4220515995637221,1575397451.8703942,
,,fixation,0.03586470585137416,,,0.0028613538514828665,1575397455.0294263,,0.4186856068618536,2.7475101947784424,,,0.4486421861895181,1575397452.2819161,
,,fixation,0.08160891060916024,,,0.005229371924239009,1575397457.8777997,,0.4413179295703849,2.517542600631714,,,0.4524255929368366,1575397455.3602571,
,,fixation,0.025971495782449845,,,0.004681837958644847,1575397458.7653952,,0.41310372832427883,0.5567643642425537,,,0.4734290488846831,1575397458.2086308,
,,fixation,0.06499437634746423,,,0.008824129402024197,1575397459.2737453,,0.3740773879532027,0.17348456382751465,,,0.4374733656802339,1575397459.1002607,
,,fixation,0.06315648246122668,,,0.005763764243929001,1575397460.8310714,,0.39503417254730555,1.2063226699829102,,,0.4575675744086653,1575397459.6247487,
,,fixation,0.021727941830362696,,,0.0044684985959436,1575397461.6863904,,0.40982580506364197,0.3348655700683594,,,0.41453808982072393,1575397461.3515248,
,,fixation,0.009031844700837168,,,0.0015427250320057863,1575397462.4569843,,0.40756520632872834,0.4357285499572754,,,0.4824774864241266,1575397462.0212557,
,,fixation,0.0004128601904856985,,,0.00044624350041422175,1575397462.8644714,,0.39700071372958706,0.05244922637939453,,,0.46870740055511945,1575397462.8120222,
,,fixation,0.023392660502008757,,,0.004742242042318498,1575397463.5140293,,0.39877249639279305,0.22996735572814941,,,0.43601126038496496,1575397463.284062,
,,fixation,0.03165962928923492,,,0.002052201385761097,1575397467.3306882,,0.40432655730320316,3.4454824924468994,,,0.42584625129045134,1575397463.8852057,
,,fixation,0.08708678796517516,,,0.00682041370605757,1575397468.7508407,,0.4616509591333728,1.0852866172790527,,,0.43624034524363464,1575397467.665554,
,,fixation,0.07941122215145378,,,0.0073167130040972545,1575397470.2516837,,0.3705237405793672,1.1538739204406738,,,0.5151138881412864,1575397469.0978098,
,,fixation,0.0028559542718281064,,,0.0012286633010377332,1575397470.727758,,0.3427056314946339,0.1291050910949707,,,0.48126204138523615,1575397470.5986528,
,,fixation,0.06689953087238625,,,0.005233057173291917,1575397472.4303265,,0.29810176958548784,0.7342829704284668,,,0.4055063951374656,1575397471.6960435,
,,fixation,0.1357695402619548,,,0.15796226163261198,1575397474.2256894,,0.2695810574690926,1.428589105606079,,,0.3342618394117747,1575397472.7971003,
,,fixation,0.03701650045984757,,,0.0029532331337320957,1575397475.5143697,,0.404864919223534,1.0086324214935303,,,0.4456641396055813,1575397474.5057373,
,,fixation,0.03193451433601358,,,0.0019073025534370926,1575397478.3062654,,0.36885537542264557,2.4449262619018555,,,0.4163873648080385,1575397475.861339,
