stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
78.0,89.0,5.468394041,1.0,1.0,71.0,22.0,189.0,21.0,-1.0,5.014670173766092,56.0,-118.0,1.096331451183766,-1.16668859060323,-0.009114786297557477,1.455381687416224,-0.0035881987551358773
22.0,21.0,11.35242701,2.0,1.0,189.0,143.0,23.0,142.0,-1.0,11.40813447783296,25.0,166.0,1.5525125794654877,-0.9415198582047061,0.20089683106693978,1.8333437584799888,-0.00542169493091034
143.0,142.0,4.153635979,3.0,1.0,23.0,12.0,0.0,6.0,-6.0,-5.71142215526433,-15.0,23.0,-2.110644908323977,-0.9428789883599238,-0.19018059328528836,0.8584897811159333,-0.007302946207507851
12.0,6.0,3.616642952,4.0,1.0,0.0,38.0,343.0,11.0,-27.0,-32.91356652430113,-26.0,17.0,-0.8562498190693144,-0.3846367188630156,-0.11116398585688514,-0.31666207814644404,-0.009248672734704453
38.0,11.0,2.914505959,5.0,1.0,343.0,50.0,113.0,53.0,3.0,3.967266126242066,-12.0,-130.0,1.730521559836242,-0.6532381502482448,-0.09073488762730487,-0.037939235345826744,-0.011276288895622728
50.0,53.0,1.986946106,6.0,1.0,113.0,126.0,321.0,118.0,-8.0,6.475515307685441,70.0,152.0,0.8122096787309742,-1.0816614343672415,-0.00913384908391831,2.17911202863262,-0.013404085377533419
126.0,118.0,3.150099277,7.0,1.0,321.0,40.0,142.0,51.0,11.0,5.5296824687806065,-60.0,179.0,2.2973205069487723,-0.2534894272845724,0.1853970682693062,3.257842949824311,-0.015651416552820763
40.0,51.0,3.520485163,8.0,1.0,142.0,94.0,302.0,92.0,-2.0,-12.413996932889518,-54.0,-160.0,-0.6980425153058949,-0.07353950506293927,-0.2023481168210243,0.7717543849522602,-0.018038893843922234
94.0,92.0,1.154633999,9.0,1.0,302.0,92.0,101.0,91.0,-1.0,-12.700766168721998,2.0,-159.0,0.7225246506727041,-0.16263583709830426,0.0015888202154260224,1.757462223904618,-0.02058858550443427
92.0,91.0,4.8830509189999995,10.0,1.0,101.0,45.0,68.0,47.0,2.0,-0.6825767331873749,47.0,33.0,-3.078639276639656,0.009023703177692965,-0.36520113766034,1.2231222432601212,-0.023324222941758496
45.0,47.0,2.666848898,11.0,1.0,68.0,112.0,137.0,98.0,-14.0,-6.460925945726899,-67.0,-69.0,0.9797898673084193,-0.517579352008243,-0.07091553945023651,3.6143124617812177,-0.02627141332320731
112.0,98.0,2.765420198,12.0,1.0,137.0,48.0,113.0,53.0,5.0,4.533263295830352,64.0,24.0,1.6247403940701441,-0.8072685128049483,-0.13575733993179825,1.5959274519531075,-0.02945785773451094
48.0,53.0,4.749825953999999,13.0,1.0,113.0,24.0,135.0,19.0,-5.0,-0.7935191846132739,24.0,-22.0,-1.4748201636853786,-2.1373593041460612,0.054481253368993426,1.9536455487375661,-0.03291357358305585
24.0,19.0,3.450716734,14.0,1.0,135.0,72.0,80.0,67.0,-5.0,-9.304114310857926,-48.0,55.0,2.076086036206843,-1.9229550907750832,0.0876037133073561,0.3319243509743567,-0.03667111924293295
72.0,67.0,2.266422033,15.0,1.0,80.0,56.0,39.0,50.0,-6.0,-2.1373994521471786,16.0,41.0,2.4651916235968176,-1.4964164401287459,0.20184622790236875,1.0815659974982486,-0.0407658181095834
56.0,50.0,2.554029226,16.0,1.0,39.0,53.0,287.0,46.0,-7.0,-4.23669631374969,3.0,112.0,0.2666099910046125,-1.6922462428955714,-0.048314774744442596,0.3714743726453715,-0.045235978253370536
53.0,46.0,2.382214069,17.0,1.0,287.0,4.0,304.0,9.0,5.0,-0.5190469871632075,49.0,-17.0,3.171613682090765,-2.5004193187115744,-0.050574478279519386,0.7494128374146849,-0.05012310271986797
