stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
24.0,127.0,2.111852646,2.0,1.0,311.0,65.0,209.0,50.0,-15.0,-11.74420931054578,-41.0,102.0,2.195989584596415,2.6910808543011107,0.23601319611263671,-1.7767612600514733,-0.00022083904817953126
65.0,50.0,2.821001768,3.0,1.0,209.0,8.0,282.0,141.0,-13.0,-5.123140348677656,57.0,-73.0,2.1305115678212045,2.1002569768493395,0.13405100395477043,0.8773050701092314,-0.0003366179509845388
8.0,141.0,2.0801298619999997,4.0,1.0,282.0,93.0,96.0,97.0,4.0,-1.1704964609069721,61.0,-174.0,2.155720738745209,2.4132608688696773,0.14126803598963988,-0.04373993186963104,-0.000459002341564979
93.0,97.0,4.016821861,5.0,1.0,96.0,32.0,350.0,36.0,4.0,2.5127702920366657,61.0,106.0,2.7046130785712004,2.5779825027038688,0.23747274686294062,-0.1966926489764108,-0.000590490991883185
32.0,36.0,4.3665628430000005,6.0,1.0,350.0,64.0,119.0,43.0,-21.0,-17.71621826913883,-32.0,-129.0,3.5298709009122624,2.3885776948944977,0.28858274375723536,-0.7028684164541992,-0.0007338505517386183
76.0,117.0,5.703067064,8.0,1.0,347.0,20.0,216.0,15.0,-5.0,-5.219031874291045,56.0,131.0,-0.6367280705316434,2.4915925982673497,0.1273478246943433,-0.4730569503954978,-0.0008921997773819661
20.0,15.0,2.469946861,9.0,1.0,216.0,143.0,18.0,139.0,-4.0,-4.128848256139745,23.0,-162.0,2.273222023189373,2.4314547503959663,0.2665067583352933,0.5096349427002532,-0.0010691061620780324
143.0,139.0,1.9531793590000002,10.0,1.0,18.0,103.0,196.0,107.0,4.0,3.839287372471918,40.0,-178.0,3.376191183619464,2.5754435844113224,0.297059063918636,-1.3832438134068652,-0.001268698375816945
103.0,107.0,2.312299728,11.0,1.0,196.0,4.0,105.0,5.0,1.0,9.333276753269473,-47.0,91.0,1.174375653332615,2.2784748844148055,0.18617936913650945,0.2079456136257222,-0.0014957984657324157
4.0,5.0,1.132830858,12.0,1.0,105.0,17.0,160.0,21.0,4.0,5.0603801410264735,-13.0,-55.0,2.0073414779437213,2.427067305539646,0.334340289530597,-1.4698188931892666,-0.0017560784351354595
17.0,21.0,3.533450127,13.0,1.0,160.0,120.0,286.0,131.0,11.0,22.746470971057935,43.0,-126.0,3.2997832037633903,2.6016223355795334,0.24836765218809645,-0.6201778922023072,-0.002056246620281073
120.0,131.0,2.6871762280000002,14.0,1.0,286.0,15.0,287.0,17.0,2.0,4.273036838606532,-41.0,-1.0,2.8694867809583258,2.744849025317617,0.2403312389876594,-1.187552499555441,-0.0024042702331211175
