stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,Stim_Loc_diff,bootstrap_values,Running_Mean,slopes,intercepts,DoVM
78.0,89.0,1.986946106,1.0,1.0,71.0,12.0,0.0,6.0,-6.0,-5.6746649251365255,66.0,71.0,0.443263104207316,0.9609609807782579,0.23825497822088962,-0.7979772487344571,-0.00021274045298795498
22.0,21.0,3.150099277,2.0,1.0,189.0,38.0,343.0,11.0,-27.0,-32.89544192438579,-16.0,-154.0,3.2654345019225004,1.4671059610480848,0.45490912416849655,-3.1730470592267634,-0.00032427351940998077
143.0,142.0,3.520485163,3.0,1.0,23.0,50.0,113.0,53.0,3.0,3.8994497337071863,-53.0,-90.0,3.659118121662079,1.1892415049482794,0.41280334843716554,-2.965446690540452,-0.00044216983758994837
12.0,6.0,1.154633999,4.0,1.0,0.0,126.0,321.0,118.0,-8.0,6.285231445998377,32.0,39.0,-1.5382823316658985,1.2491191973071365,-0.01193160278649123,-0.6393252299459247,-0.0005688365446875301
38.0,11.0,4.8830509189999995,5.0,1.0,343.0,40.0,142.0,51.0,11.0,5.516489673294885,-2.0,-159.0,2.9881783985038695,1.4575957922440395,0.33232445124685783,-0.6432869012880458,-0.0007069388321009311
50.0,53.0,2.666848898,6.0,1.0,113.0,94.0,302.0,92.0,-2.0,-12.480810517577467,-44.0,171.0,2.9439449629689136,2.0640304405480867,0.3353589015874856,-0.9236478635484187,-0.0008594810852547339
126.0,118.0,2.765420198,7.0,1.0,321.0,92.0,101.0,91.0,-1.0,-12.778942519859513,34.0,-140.0,1.4341895540026914,2.1734281122631027,0.189563194785597,-0.5470062188240628,-0.0010298999705330818
40.0,51.0,4.749825953999999,8.0,1.0,142.0,45.0,68.0,47.0,2.0,-0.7469212688464921,-5.0,74.0,0.7468342200129364,2.520084093975442,0.1683842691948571,0.20679500607715248,-0.0012221727516091197
94.0,92.0,3.450716734,9.0,1.0,302.0,112.0,137.0,98.0,-14.0,-6.381968120620897,-18.0,165.0,1.575445657432799,2.9619181586530714,0.289832442595908,-1.890280178589862,-0.0014409446418181223
92.0,91.0,2.266422033,10.0,1.0,101.0,48.0,113.0,53.0,5.0,4.461169593998264,44.0,-12.0,-4.082465100630731,3.2835272396469426,0.07583894248813591,-1.9913832574823966,-0.0016916796411350923
45.0,47.0,2.554029226,11.0,1.0,68.0,24.0,135.0,19.0,-5.0,-0.5999675182149957,21.0,-67.0,1.44443392290257,3.7197797566195687,0.14556831752606764,-0.2894957290769668,-0.0019808400781447856
112.0,98.0,2.382214069,12.0,1.0,137.0,72.0,80.0,67.0,-5.0,-9.245510938301933,40.0,57.0,1.4754091873365347,3.92807358494616,0.39986629464345114,1.204540995228469,-0.0023161009917212535
48.0,53.0,3.14613986,13.0,1.0,113.0,56.0,39.0,50.0,-6.0,-2.1591074376639625,-8.0,74.0,4.960955425403709,2.834726360786285,0.5717760287662295,0.3414764408110413,-0.0027066065555978736
24.0,19.0,2.519150019,14.0,1.0,135.0,53.0,287.0,46.0,-7.0,-4.286296339774751,-29.0,-152.0,3.469978572210012,2.478525858147583,0.3376759357313877,-1.7025951695223693,-0.003163276980631293
